timestamp,bt_navigator,amcl,map_server,controller_server,smoother_server,planner_server,behavior_server,velocity_smoother
2025-06-20T19:11:01.581584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20T19:11:02.582193,6.0,12.0,4.0,5.0,4.0,5.0,6.0,4.0
2025-06-20T19:11:03.590166,6.0,8.9,10.9,12.9,8.9,7.9,8.9,8.9
2025-06-20T19:11:04.604384,8.9,10.8,10.8,15.8,10.9,8.9,10.9,7.9
2025-06-20T19:11:05.610305,10.9,9.9,8.9,13.9,11.9,10.9,5.0,7.0
2025-06-20T19:11:06.612360,13.0,11.9,9.9,8.9,8.9,9.9,8.0,9.0
2025-06-20T19:11:07.618456,8.0,7.0,7.0,9.0,9.0,9.0,9.0,6.0
2025-06-20T19:11:08.620054,6.0,7.0,5.0,8.0,6.0,5.0,5.0,3.0
2025-06-20T19:11:09.620906,6.0,7.0,3.0,8.0,6.0,7.0,4.0,2.0
2025-06-20T19:11:10.621533,5.0,6.0,4.0,9.0,5.0,8.0,6.0,3.0
2025-06-20T19:11:11.622857,31.0,9.0,7.0,11.0,8.0,11.0,10.0,8.0
2025-06-20T19:11:12.623978,12.0,9.0,6.0,10.0,9.0,11.0,10.0,6.0
2025-06-20T19:11:13.625092,11.0,8.0,5.0,10.0,7.0,10.0,8.0,6.0
2025-06-20T19:11:14.625773,11.0,8.0,6.0,10.0,8.0,9.0,9.0,6.0
2025-06-20T19:11:15.628760,11.0,9.0,5.0,11.0,7.0,10.0,9.0,5.0
2025-06-20T19:11:16.629452,10.0,8.0,6.0,11.0,8.0,9.0,8.0,6.0
2025-06-20T19:11:17.629931,12.0,7.0,5.0,9.0,7.0,10.0,8.0,6.0
2025-06-20T19:11:18.630370,11.0,10.0,6.0,11.0,8.0,9.0,9.0,5.0
2025-06-20T19:11:19.630941,10.0,8.0,6.0,11.0,6.0,9.0,9.0,6.0
2025-06-20T19:11:20.631831,11.0,8.0,5.0,10.0,8.0,10.0,9.0,6.0
2025-06-20T19:11:21.632938,11.0,9.0,6.0,10.0,8.0,10.0,8.0,6.0
2025-06-20T19:11:22.634027,11.0,8.0,6.0,11.0,7.0,9.0,9.0,6.0
2025-06-20T19:11:23.634688,11.0,8.0,5.0,10.0,9.0,9.0,9.0,5.0
2025-06-20T19:11:24.635319,10.0,10.0,5.0,11.0,7.0,10.0,9.0,7.0
2025-06-20T19:11:25.635893,12.0,9.0,6.0,10.0,7.0,10.0,8.0,5.0
2025-06-20T19:11:26.636613,10.0,8.0,5.0,10.0,8.0,9.0,9.0,6.0
2025-06-20T19:11:27.637127,11.0,9.0,7.0,10.0,8.0,10.0,8.0,6.0
2025-06-20T19:11:28.637761,11.0,9.0,4.0,12.0,8.0,10.0,11.0,6.0
2025-06-20T19:11:29.638490,11.0,8.0,6.0,11.0,7.0,11.0,10.0,5.0
2025-06-20T19:11:30.639125,11.0,9.0,6.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:11:31.639715,11.0,7.0,5.0,10.0,8.0,10.0,11.0,6.0
2025-06-20T19:11:32.641390,11.0,8.0,5.0,11.0,8.0,11.0,10.0,5.0
2025-06-20T19:11:33.642038,11.0,9.0,6.0,11.0,8.0,9.0,10.0,7.0
2025-06-20T19:11:34.643296,16.0,7.0,6.0,11.0,9.0,12.0,9.0,6.0
2025-06-20T19:11:35.645287,19.0,8.0,5.0,11.0,7.0,10.0,9.0,6.0
2025-06-20T19:11:36.646635,18.0,8.0,6.0,11.0,8.0,9.0,9.0,6.0
2025-06-20T19:11:37.647903,18.0,7.0,5.0,12.0,6.0,10.0,9.0,6.0
2025-06-20T19:11:38.648552,18.0,8.0,6.0,10.0,8.0,10.0,10.0,6.0
2025-06-20T19:11:39.649183,18.0,8.0,6.0,12.0,7.0,10.0,9.0,7.0
2025-06-20T19:11:40.649775,18.0,8.0,4.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:11:41.651288,19.0,8.0,6.0,11.0,7.0,11.0,10.0,7.0
2025-06-20T19:11:42.651944,18.0,9.0,6.0,12.0,8.0,10.0,9.0,6.0
2025-06-20T19:11:43.652558,18.0,7.0,5.0,11.0,8.0,11.0,10.0,6.0
2025-06-20T19:11:44.653583,18.0,8.0,5.0,11.0,7.0,10.0,9.0,6.0
2025-06-20T19:11:45.654073,19.0,8.0,6.0,11.0,8.0,10.0,10.0,7.0
2025-06-20T19:11:46.654739,18.0,8.0,5.0,12.0,8.0,10.0,9.0,6.0
2025-06-20T19:11:47.655321,17.0,7.0,6.0,11.0,7.0,11.0,9.0,6.0
2025-06-20T19:11:48.656112,19.0,10.0,5.0,12.0,8.0,10.0,10.0,6.0
2025-06-20T19:11:49.658432,18.0,7.0,6.0,11.0,8.0,10.0,10.0,6.0
2025-06-20T19:11:50.660081,19.0,8.0,4.0,11.0,7.0,10.0,9.0,7.0
2025-06-20T19:11:51.664977,17.9,9.0,6.0,10.9,8.0,10.0,10.0,7.0
2025-06-20T19:11:52.665844,17.0,7.0,6.0,12.0,8.0,11.0,9.0,5.0
2025-06-20T19:11:53.666449,18.0,8.0,5.0,11.0,7.0,10.0,10.0,7.0
2025-06-20T19:11:54.667031,18.0,9.0,6.0,11.0,8.0,9.0,9.0,6.0
2025-06-20T19:11:55.667829,19.0,7.0,5.0,11.0,8.0,11.0,9.0,6.0
2025-06-20T19:11:56.669142,17.0,9.0,5.0,12.0,7.0,10.0,10.0,7.0
2025-06-20T19:11:57.669610,19.0,8.0,6.0,11.0,8.0,11.0,10.0,6.0
2025-06-20T19:11:58.670225,18.0,9.0,5.0,11.0,8.0,10.0,9.0,7.0
2025-06-20T19:11:59.670853,19.0,9.0,6.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:12:00.671954,17.0,9.0,6.0,12.0,7.0,11.0,11.0,6.0
2025-06-20T19:12:01.672650,19.0,8.0,5.0,12.0,8.0,11.0,9.0,6.0
2025-06-20T19:12:02.673822,19.0,8.0,5.0,10.0,8.0,10.0,10.0,7.0
2025-06-20T19:12:03.677763,17.9,8.0,5.0,12.0,7.0,10.0,10.0,6.0
2025-06-20T19:12:04.678969,17.0,8.0,6.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:12:05.679898,19.0,8.0,5.0,11.0,7.0,10.0,10.0,7.0
2025-06-20T19:12:06.680660,18.0,8.0,6.0,12.0,8.0,11.0,9.0,6.0
2025-06-20T19:12:07.681168,18.0,8.0,5.0,10.0,7.0,10.0,9.0,6.0
2025-06-20T19:12:08.681998,18.0,7.0,6.0,11.0,8.0,10.0,10.0,6.0
2025-06-20T19:12:09.682806,19.0,8.0,5.0,11.0,7.0,10.0,9.0,6.0
2025-06-20T19:12:10.683344,17.0,7.0,5.0,11.0,7.0,10.0,8.0,6.0
2025-06-20T19:12:11.685430,18.0,8.0,6.0,11.0,7.0,10.0,10.0,7.0
2025-06-20T19:12:12.687158,18.0,9.0,5.0,11.0,8.0,9.0,9.0,6.0
2025-06-20T19:12:13.687713,19.0,7.0,5.0,12.0,7.0,11.0,10.0,7.0
2025-06-20T19:12:14.688334,18.0,8.0,6.0,11.0,8.0,10.0,9.0,5.0
2025-06-20T19:12:15.689488,18.0,8.0,5.0,10.0,8.0,11.0,9.0,7.0
2025-06-20T19:12:16.689932,18.0,7.0,6.0,12.0,7.0,10.0,10.0,6.0
2025-06-20T19:12:17.690464,19.0,9.0,6.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:12:18.691889,17.0,8.0,5.0,11.0,7.0,10.0,10.0,7.0
2025-06-20T19:12:19.692656,19.0,7.0,5.0,11.0,8.0,10.0,9.0,5.0
2025-06-20T19:12:20.695052,18.0,9.0,5.0,11.0,7.0,12.0,10.0,7.0
2025-06-20T19:12:21.695602,17.0,8.0,6.0,12.0,8.0,10.0,9.0,6.0
2025-06-20T19:12:22.696034,19.0,9.0,5.0,12.0,7.0,10.0,10.0,6.0
2025-06-20T19:12:23.696995,17.0,7.0,5.0,11.0,9.0,11.0,9.0,7.0
2025-06-20T19:12:24.698320,19.0,8.0,6.0,10.0,7.0,9.0,10.0,6.0
2025-06-20T19:12:25.701881,16.9,9.0,5.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:12:26.703352,18.0,8.0,6.0,12.0,7.0,11.0,9.0,6.0
2025-06-20T19:12:27.705584,19.0,8.0,6.0,11.0,8.0,9.0,10.0,6.0
2025-06-20T19:12:28.706236,17.0,7.0,4.0,11.0,7.0,11.0,10.0,7.0
2025-06-20T19:12:29.707910,19.0,9.0,6.0,12.0,9.0,11.0,9.0,6.0
2025-06-20T19:12:30.709404,18.0,9.0,6.0,12.0,7.0,10.0,11.0,6.0
2025-06-20T19:12:31.710061,17.0,7.0,5.0,10.0,7.0,10.0,8.0,7.0
2025-06-20T19:12:32.710611,19.0,9.0,5.0,12.0,8.0,10.0,10.0,5.0
2025-06-20T19:12:33.713976,17.0,9.0,6.0,11.0,8.0,11.0,10.0,8.0
2025-06-20T19:12:34.715438,19.0,8.0,5.0,11.0,7.0,10.0,10.0,5.0
2025-06-20T19:12:35.716446,19.0,8.0,6.0,12.0,8.0,10.0,9.0,6.0
2025-06-20T19:12:36.718203,17.0,8.0,5.0,12.0,8.0,11.0,10.0,7.0
2025-06-20T19:12:37.718683,19.0,8.0,5.0,11.0,8.0,11.0,10.0,6.0
2025-06-20T19:12:38.719652,18.0,8.0,6.0,11.0,7.0,10.0,9.0,6.0
2025-06-20T19:12:39.720237,18.0,7.0,6.0,12.0,8.0,11.0,10.0,6.0
2025-06-20T19:12:40.720705,17.0,8.0,4.0,11.0,8.0,10.0,9.0,7.0
2025-06-20T19:12:41.721163,18.0,9.0,6.0,11.0,7.0,11.0,10.0,7.0
2025-06-20T19:12:42.721608,18.0,8.0,6.0,11.0,8.0,10.0,9.0,5.0
2025-06-20T19:12:43.722449,19.0,7.0,5.0,12.0,8.0,10.0,10.0,6.0
2025-06-20T19:12:44.723965,17.0,9.0,6.0,10.0,7.0,10.0,9.0,7.0
2025-06-20T19:12:45.724483,19.0,8.0,5.0,11.0,7.0,10.0,9.0,6.0
2025-06-20T19:12:46.725008,18.0,7.0,6.0,12.0,7.0,9.0,9.0,6.0
2025-06-20T19:12:47.726394,18.0,8.0,5.0,10.0,7.0,10.0,8.0,6.0
2025-06-20T19:12:48.726985,17.0,7.0,5.0,11.0,8.0,10.0,10.0,7.0
2025-06-20T19:12:49.730669,17.9,9.0,5.0,11.0,7.0,10.0,9.0,6.0
2025-06-20T19:12:50.732135,19.0,8.0,6.0,12.0,8.0,11.0,10.0,6.0
2025-06-20T19:12:51.734674,17.0,7.0,5.0,11.0,7.0,11.0,9.0,7.0
2025-06-20T19:12:52.735227,18.0,9.0,5.0,11.0,8.0,10.0,10.0,6.0
2025-06-20T19:12:53.735943,18.0,8.0,6.0,11.0,7.0,10.0,10.0,6.0
2025-06-20T19:12:54.736744,18.0,8.0,5.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:12:55.737588,17.0,8.0,6.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:12:56.738296,18.0,7.0,6.0,11.0,7.0,10.0,10.0,6.0
2025-06-20T19:12:57.741567,16.9,9.0,5.0,12.0,8.0,11.0,9.0,7.0
2025-06-20T19:12:58.742141,17.0,8.0,4.0,11.0,7.0,9.0,10.0,5.0
2025-06-20T19:12:59.743875,19.0,9.0,6.0,12.0,8.0,11.0,9.0,8.0
2025-06-20T19:13:00.744909,17.0,7.0,6.0,10.0,8.0,11.0,10.0,6.0
2025-06-20T19:13:01.745377,18.0,8.0,5.0,11.0,7.0,9.0,9.0,6.0
2025-06-20T19:13:02.746880,16.0,8.0,6.0,12.0,8.0,12.0,10.0,6.0
2025-06-20T19:13:03.747529,17.0,9.0,5.0,12.0,7.0,11.0,9.0,6.0
2025-06-20T19:13:04.748000,18.0,8.0,5.0,11.0,8.0,10.0,10.0,6.0
2025-06-20T19:13:05.748472,19.0,8.0,5.0,10.0,8.0,10.0,10.0,6.0
2025-06-20T19:13:06.750095,17.0,8.0,6.0,12.0,7.0,11.0,10.0,6.0
2025-06-20T19:13:07.750871,17.0,8.0,5.0,11.0,7.0,10.0,9.0,7.0
2025-06-20T19:13:08.751553,18.0,9.0,6.0,12.0,9.0,11.0,9.0,6.0
2025-06-20T19:13:09.752514,16.0,8.0,6.0,11.0,7.0,11.0,11.0,7.0
2025-06-20T19:13:10.754021,18.0,8.0,5.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:13:11.755347,18.0,10.0,6.0,11.0,7.0,11.0,10.0,6.0
2025-06-20T19:13:12.755914,18.0,8.0,5.0,12.0,9.0,10.0,9.0,7.0
2025-06-20T19:13:13.756422,17.0,8.0,5.0,11.0,6.0,11.0,10.0,5.0
2025-06-20T19:13:14.757418,18.0,9.0,6.0,12.0,8.0,10.0,9.0,7.0
2025-06-20T19:13:15.758010,17.0,8.0,5.0,11.0,8.0,11.0,10.0,6.0
2025-06-20T19:13:16.758963,17.0,8.0,5.0,12.0,7.0,10.0,9.0,6.0
2025-06-20T19:13:17.764137,18.9,8.0,6.0,10.0,8.0,10.0,9.0,6.0
2025-06-20T19:13:18.767636,17.9,9.0,5.0,12.0,8.0,11.0,10.0,6.0
2025-06-20T19:13:19.768539,17.0,7.0,5.0,11.0,7.0,11.0,10.0,7.0
2025-06-20T19:13:20.769220,17.0,10.0,6.0,12.0,8.0,10.0,9.0,7.0
2025-06-20T19:13:21.769784,18.0,8.0,6.0,11.0,8.0,11.0,10.0,6.0
2025-06-20T19:13:22.771130,18.0,7.0,5.0,11.0,7.0,10.0,9.0,6.0
2025-06-20T19:13:23.771804,18.0,8.0,5.0,12.0,8.0,10.0,10.0,6.0
2025-06-20T19:13:24.772473,18.0,8.0,6.0,11.0,8.0,10.0,10.0,6.0
2025-06-20T19:13:25.773047,17.0,8.0,5.0,12.0,8.0,11.0,9.0,6.0
2025-06-20T19:13:26.775021,19.0,9.0,6.0,10.0,7.0,9.0,10.0,7.0
2025-06-20T19:13:27.776264,18.0,7.0,5.0,12.0,8.0,11.0,10.0,6.0
2025-06-20T19:13:28.777290,18.0,8.0,6.0,11.0,8.0,11.0,9.0,6.0
2025-06-20T19:13:29.778030,17.0,9.0,5.0,11.0,8.0,9.0,10.0,7.0
2025-06-20T19:13:30.778540,18.0,8.0,5.0,11.0,7.0,11.0,9.0,5.0
2025-06-20T19:13:31.779244,17.0,7.0,5.0,12.0,8.0,10.0,10.0,6.0
2025-06-20T19:13:32.779837,18.0,8.0,6.0,12.0,7.0,10.0,10.0,7.0
2025-06-20T19:13:33.780847,18.0,9.0,5.0,11.0,8.0,11.0,9.0,6.0
2025-06-20T19:13:34.782373,18.0,8.0,6.0,11.0,8.0,11.0,10.0,7.0
2025-06-20T19:13:35.783665,18.0,7.0,6.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:13:36.784323,17.0,9.0,5.0,12.0,8.0,11.0,10.0,7.0
2025-06-20T19:13:37.784908,19.0,8.0,6.0,12.0,7.0,10.0,10.0,6.0
2025-06-20T19:13:38.786029,17.0,9.0,5.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T19:13:39.787031,19.0,8.0,5.0,12.0,7.0,11.0,10.0,6.0
2025-06-20T19:13:40.787581,17.0,7.0,5.0,11.0,8.0,10.0,10.0,6.0
2025-06-20T19:13:41.788625,18.0,8.0,7.0,11.0,8.0,11.0,10.0,6.0
2025-06-20T19:13:42.789133,18.0,8.0,5.0,12.0,7.0,10.0,9.0,7.0
2025-06-20T19:13:43.790483,18.0,9.0,5.0,11.0,8.0,11.0,9.0,6.0
2025-06-20T19:13:44.791204,18.0,8.0,6.0,11.0,8.0,10.0,10.0,6.0
2025-06-20T19:13:45.792919,17.0,9.0,4.0,11.0,8.0,11.0,9.0,6.0
2025-06-20T19:13:46.795082,18.0,7.0,6.0,12.0,7.0,10.0,10.0,7.0
2025-06-20T19:13:47.795630,17.0,9.0,6.0,10.0,8.0,9.0,10.0,6.0
2025-06-20T19:13:48.796232,18.0,8.0,5.0,12.0,7.0,12.0,9.0,6.0
2025-06-20T19:13:49.800774,17.9,7.0,6.0,12.0,8.0,10.0,10.0,6.0
