timestamp,bt_navigator,map_server,amcl,controller_server,smoother_server,planner_server,behavior_server,velocity_smoother
2025-06-20T18:05:44.881476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20T18:05:45.883772,6.0,5.0,8.0,9.0,7.0,6.0,6.0,5.0
2025-06-20T18:05:46.887550,10.0,11.0,12.0,13.9,10.0,13.0,10.0,9.0
2025-06-20T18:05:47.897101,8.9,8.9,9.9,11.9,7.9,9.9,9.9,6.9
2025-06-20T18:05:48.901205,11.0,9.0,9.0,12.0,9.0,10.0,8.0,8.0
2025-06-20T18:05:49.908435,7.9,5.0,7.9,9.9,7.9,7.9,6.9,4.0
2025-06-20T18:05:50.909296,7.0,5.0,7.0,9.0,6.0,6.0,5.0,3.0
2025-06-20T18:05:51.909887,5.0,3.0,7.0,9.0,5.0,7.0,5.0,3.0
2025-06-20T18:05:52.910646,7.0,5.0,7.0,9.0,6.0,8.0,6.0,2.0
2025-06-20T18:05:53.913339,26.9,7.0,9.0,11.0,9.0,12.0,10.0,7.0
2025-06-20T18:05:54.913876,12.0,4.0,8.0,11.0,7.0,9.0,8.0,5.0
2025-06-20T18:05:55.916263,10.0,6.0,7.0,10.0,7.0,10.0,9.0,6.0
2025-06-20T18:05:56.917519,11.0,5.0,9.0,10.0,7.0,9.0,9.0,5.0
2025-06-20T18:05:57.918104,10.0,5.0,8.0,10.0,7.0,9.0,7.0,5.0
2025-06-20T18:05:58.918892,11.0,5.0,7.0,10.0,7.0,10.0,8.0,6.0
2025-06-20T18:05:59.920051,11.0,6.0,9.0,11.0,7.0,9.0,9.0,5.0
2025-06-20T18:06:00.922030,10.0,5.0,8.0,10.0,7.0,10.0,8.0,6.0
2025-06-20T18:06:01.922754,10.0,5.0,8.0,11.0,7.0,9.0,9.0,5.0
2025-06-20T18:06:02.923342,11.0,6.0,8.0,9.0,7.0,9.0,8.0,5.0
2025-06-20T18:06:03.925533,10.0,4.0,10.0,11.0,7.0,9.0,8.0,5.0
2025-06-20T18:06:04.926104,11.0,6.0,8.0,10.0,7.0,10.0,9.0,5.0
2025-06-20T18:06:05.926777,11.0,5.0,8.0,11.0,7.0,10.0,9.0,6.0
2025-06-20T18:06:06.927749,11.0,6.0,10.0,10.0,8.0,10.0,9.0,5.0
2025-06-20T18:06:07.929689,10.0,5.0,8.0,11.0,7.0,10.0,10.0,6.0
2025-06-20T18:06:08.930241,10.0,5.0,8.0,11.0,7.0,10.0,10.0,4.0
2025-06-20T18:06:09.930710,11.0,6.0,8.0,10.0,7.0,10.0,9.0,6.0
2025-06-20T18:06:10.931217,11.0,5.0,8.0,11.0,8.0,11.0,10.0,5.0
2025-06-20T18:06:11.932644,10.0,5.0,8.0,10.0,8.0,11.0,10.0,6.0
2025-06-20T18:06:12.933357,11.0,5.0,8.0,12.0,6.0,9.0,10.0,4.0
2025-06-20T18:06:13.934083,11.0,5.0,8.0,10.0,8.0,11.0,10.0,5.0
2025-06-20T18:06:14.935117,14.0,6.0,8.0,11.0,8.0,11.0,9.0,6.0
2025-06-20T18:06:15.935886,19.0,5.0,8.0,12.0,7.0,10.0,10.0,6.0
2025-06-20T18:06:16.938304,19.0,5.0,8.0,11.0,7.0,11.0,9.0,6.0
2025-06-20T18:06:17.939837,18.0,6.0,8.0,12.0,7.0,10.0,10.0,6.0
2025-06-20T18:06:18.940446,18.0,4.0,8.0,11.0,7.0,10.0,10.0,5.0
2025-06-20T18:06:19.941039,18.0,6.0,8.0,10.0,7.0,10.0,9.0,6.0
2025-06-20T18:06:20.941457,18.0,5.0,7.0,12.0,7.0,11.0,9.0,5.0
