timestamp,bt_navigator,map_server,amcl,controller_server,smoother_server,planner_server,behavior_server,velocity_smoother
2025-06-20T18:00:22.151850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20T18:00:23.155244,10.0,9.0,9.0,10.0,8.0,5.0,9.0,5.0
2025-06-20T18:00:24.157903,9.0,8.0,9.0,8.0,9.0,9.0,7.0,6.0
2025-06-20T18:00:25.163128,9.0,7.0,9.9,12.9,8.0,10.9,8.0,8.0
2025-06-20T18:00:26.178556,7.9,8.9,8.9,9.8,7.9,15.8,8.9,6.9
2025-06-20T18:00:27.179292,5.0,6.0,9.0,13.0,5.0,5.0,4.0,7.0
2025-06-20T18:00:28.181784,6.0,4.0,6.0,8.0,6.0,6.0,6.0,2.0
2025-06-20T18:00:29.182308,6.0,5.0,8.0,8.0,6.0,6.0,5.0,3.0
2025-06-20T18:00:30.183301,5.0,3.0,7.0,9.0,6.0,6.0,4.0,2.0
2025-06-20T18:00:31.183981,16.0,5.0,7.0,10.0,6.0,11.0,8.0,5.0
2025-06-20T18:00:32.185460,19.0,6.0,8.0,11.0,8.0,11.0,10.0,7.0
2025-06-20T18:00:33.186996,10.0,6.0,8.0,10.0,7.0,9.0,8.0,5.0
2025-06-20T18:00:34.188043,11.0,4.0,8.0,10.0,7.0,9.0,7.0,5.0
2025-06-20T18:00:35.189174,10.0,6.0,7.0,10.0,7.0,10.0,9.0,5.0
2025-06-20T18:00:36.190925,10.0,4.0,8.0,10.0,6.0,8.0,8.0,5.0
2025-06-20T18:00:37.192071,10.0,6.0,8.0,10.0,7.0,10.0,8.0,5.0
2025-06-20T18:00:38.192729,11.0,4.0,7.0,10.0,7.0,9.0,8.0,6.0
2025-06-20T18:00:39.193245,10.0,6.0,9.0,10.0,6.0,9.0,8.0,4.0
2025-06-20T18:00:40.193703,10.0,5.0,8.0,10.0,7.0,9.0,9.0,5.0
2025-06-20T18:00:41.194126,10.0,5.0,8.0,10.0,7.0,9.0,8.0,5.0
2025-06-20T18:00:42.194854,11.0,6.0,7.0,10.0,7.0,10.0,7.0,6.0
2025-06-20T18:00:43.195546,10.0,4.0,9.0,10.0,7.0,9.0,9.0,5.0
2025-06-20T18:00:44.198203,10.0,5.0,9.0,11.0,8.0,11.0,9.0,5.0
2025-06-20T18:00:45.198723,10.0,5.0,8.0,11.0,7.0,10.0,9.0,5.0
2025-06-20T18:00:46.199572,10.0,5.0,9.0,10.0,7.0,9.0,10.0,5.0
2025-06-20T18:00:47.200201,11.0,6.0,7.0,11.0,7.0,11.0,10.0,5.0
2025-06-20T18:00:48.201053,10.0,5.0,8.0,10.0,7.0,10.0,9.0,6.0
2025-06-20T18:00:49.201631,11.0,5.0,9.0,10.0,8.0,10.0,10.0,5.0
2025-06-20T18:00:50.203828,11.0,5.0,8.0,11.0,8.0,10.0,10.0,4.0
2025-06-20T18:00:51.206088,9.0,5.0,7.0,10.0,7.0,10.0,9.0,6.0
2025-06-20T18:00:52.206615,10.0,5.0,8.0,11.0,7.0,10.0,10.0,5.0
2025-06-20T18:00:53.207083,11.0,6.0,8.0,11.0,7.0,10.0,10.0,5.0
2025-06-20T18:00:54.207689,12.0,5.0,8.0,10.0,8.0,12.0,10.0,5.0
2025-06-20T18:00:55.209621,18.0,4.0,8.0,12.0,7.0,9.0,9.0,7.0
2025-06-20T18:00:56.210448,17.0,6.0,8.0,12.0,7.0,10.0,9.0,5.0
2025-06-20T18:00:57.212853,18.0,5.0,8.0,10.0,7.0,10.0,10.0,5.0
2025-06-20T18:00:58.214789,17.0,5.0,7.0,11.0,7.0,11.0,9.0,6.0
2025-06-20T18:00:59.215519,18.0,5.0,8.0,10.0,8.0,10.0,9.0,6.0
2025-06-20T18:01:00.216013,18.0,5.0,7.0,11.0,6.0,10.0,9.0,5.0
2025-06-20T18:01:01.216800,18.0,5.0,8.0,12.0,8.0,10.0,9.0,6.0
2025-06-20T18:01:02.218197,18.0,5.0,7.0,10.0,7.0,10.0,9.0,5.0
2025-06-20T18:01:03.219322,17.0,4.0,9.0,12.0,6.0,10.0,9.0,6.0
2025-06-20T18:01:04.219813,18.0,6.0,7.0,11.0,8.0,10.0,10.0,6.0
2025-06-20T18:01:05.222508,17.0,4.0,7.0,10.0,6.0,10.0,9.0,6.0
2025-06-20T18:01:06.223357,18.0,5.0,9.0,11.0,7.0,10.0,10.0,5.0
2025-06-20T18:01:07.223815,18.0,6.0,7.0,12.0,8.0,10.0,9.0,6.0
2025-06-20T18:01:08.225567,18.0,5.0,7.0,10.0,7.0,10.0,9.0,5.0
