timestamp,bt_navigator,map_server,amcl,controller_server,smoother_server,planner_server,behavior_server,velocity_smoother
2025-06-20T16:35:42.812438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20T16:35:43.822461,5.9,4.9,7.9,9.9,6.9,5.9,5.9,4.0
2025-06-20T16:35:44.827117,8.0,10.0,10.9,14.9,10.9,12.9,8.9,7.9
2025-06-20T16:35:45.833555,11.9,8.9,9.9,9.9,9.0,9.0,9.9,8.0
2025-06-20T16:35:46.834709,6.0,5.0,8.0,11.0,6.0,6.0,4.0,4.0
2025-06-20T16:35:47.835164,7.0,4.0,8.0,10.0,6.0,7.0,5.0,2.0
2025-06-20T16:35:48.837410,6.0,4.0,8.0,9.0,7.0,10.0,8.0,5.0
2025-06-20T16:35:49.843280,28.8,8.0,8.9,11.9,8.9,10.9,10.9,7.0
2025-06-20T16:35:50.844626,11.0,5.0,8.0,10.0,7.0,9.0,7.0,6.0
2025-06-20T16:35:51.845164,11.0,5.0,8.0,11.0,7.0,10.0,10.0,6.0
2025-06-20T16:35:52.846880,10.0,5.0,8.0,9.0,7.0,9.0,8.0,4.0
2025-06-20T16:35:53.847617,10.0,6.0,8.0,11.0,7.0,9.0,9.0,6.0
2025-06-20T16:35:54.848097,11.0,5.0,8.0,9.0,9.0,9.0,8.0,5.0
2025-06-20T16:35:55.848873,10.0,6.0,8.0,11.0,7.0,9.0,9.0,5.0
2025-06-20T16:35:56.849896,10.0,4.0,8.0,10.0,6.0,10.0,8.0,6.0
2025-06-20T16:35:57.850503,11.0,6.0,9.0,10.0,8.0,9.0,8.0,6.0
2025-06-20T16:35:58.850955,10.0,5.0,8.0,10.0,7.0,8.0,8.0,5.0
2025-06-20T16:35:59.851664,11.0,5.0,9.0,10.0,7.0,11.0,8.0,5.0
2025-06-20T16:36:00.852609,11.0,6.0,9.0,11.0,8.0,8.0,9.0,6.0
2025-06-20T16:36:01.853779,10.0,5.0,8.0,9.0,7.0,9.0,9.0,6.0
2025-06-20T16:36:02.854831,10.0,5.0,9.0,10.0,7.0,10.0,9.0,4.0
2025-06-20T16:36:03.855571,10.0,6.0,8.0,11.0,8.0,10.0,9.0,6.0
2025-06-20T16:36:04.857309,11.0,4.0,9.0,11.0,7.0,11.0,11.0,5.0
2025-06-20T16:36:05.858135,11.0,6.0,9.0,10.0,8.0,9.0,9.0,5.0
2025-06-20T16:36:06.859085,11.0,6.0,8.0,11.0,8.0,11.0,10.0,6.0
2025-06-20T16:36:07.859800,10.0,5.0,8.0,10.0,7.0,10.0,10.0,6.0
2025-06-20T16:36:08.860563,9.0,4.0,8.0,11.0,7.0,9.0,10.0,5.0
2025-06-20T16:36:09.862134,10.0,5.0,7.0,9.0,8.0,8.9,8.0,6.0
2025-06-20T16:36:10.867761,9.9,6.0,8.0,10.0,8.0,9.0,9.0,4.0
2025-06-20T16:36:11.872371,10.9,5.0,7.9,10.9,6.9,10.9,9.9,5.9
2025-06-20T16:36:12.885932,18.7,5.9,7.9,20.9,7.0,9.9,8.9,7.0
2025-06-20T16:36:13.889174,16.9,5.0,7.0,22.0,7.0,8.0,9.0,4.0
2025-06-20T16:36:14.889816,19.0,5.0,7.0,20.0,7.0,11.0,10.0,6.0
2025-06-20T16:36:15.892337,19.0,5.0,9.0,21.9,8.0,9.0,9.0,6.0
2025-06-20T16:36:16.893046,18.0,6.0,7.0,21.0,7.0,11.0,10.0,7.0
2025-06-20T16:36:17.893681,18.0,4.0,8.0,21.0,7.0,10.0,9.0,5.0
2025-06-20T16:36:18.895006,17.0,6.0,8.0,20.0,9.0,9.0,9.0,7.0
2025-06-20T16:36:19.897412,18.9,5.0,8.0,21.0,7.0,10.0,10.0,5.0
