timestamp,bt_navigator,map_server,amcl,controller_server,smoother_server,planner_server,behavior_server,velocity_smoother
2025-06-20T15:39:26.871797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20T15:39:27.883379,5.9,5.9,10.9,7.9,6.9,8.9,10.9,4.9
2025-06-20T15:39:28.885872,9.0,10.0,9.0,12.0,9.0,14.0,9.0,7.0
2025-06-20T15:39:29.889670,14.9,9.0,10.0,15.9,10.0,9.0,12.0,10.0
2025-06-20T15:39:30.890389,10.0,8.0,10.0,12.0,8.0,8.0,7.0,8.0
2025-06-20T15:39:31.896088,7.9,7.0,8.9,13.9,7.9,7.0,8.0,5.0
2025-06-20T15:39:32.898276,8.0,5.0,11.0,9.0,8.0,6.0,6.0,5.0
2025-06-20T15:39:33.900072,5.0,3.0,7.0,9.0,6.0,7.0,5.0,1.0
2025-06-20T15:39:34.900767,6.0,5.0,7.0,10.0,6.0,9.0,6.0,4.0
2025-06-20T15:39:35.901757,29.0,7.0,9.0,11.0,8.0,12.0,11.0,7.0
2025-06-20T15:39:36.903535,11.0,5.0,7.0,10.0,7.0,10.0,8.0,6.0
2025-06-20T15:39:37.904254,11.0,6.0,9.0,10.0,8.0,9.0,8.0,5.0
2025-06-20T15:39:38.905112,11.0,6.0,8.0,10.0,7.0,10.0,9.0,6.0
2025-06-20T15:39:39.906383,11.0,5.0,8.0,11.0,7.0,10.0,8.0,6.0
2025-06-20T15:39:40.906989,9.0,4.0,8.0,10.0,7.0,10.0,9.0,5.0
2025-06-20T15:39:41.907924,11.0,6.0,9.0,10.0,7.0,9.0,9.0,5.0
2025-06-20T15:39:42.908505,10.0,5.0,8.0,11.0,8.0,10.0,7.0,5.0
2025-06-20T15:39:43.908982,11.0,6.0,7.0,9.0,7.0,10.0,9.0,6.0
2025-06-20T15:39:44.910096,11.0,5.0,8.0,11.0,7.0,10.0,9.0,6.0
2025-06-20T15:39:45.913037,10.0,5.0,8.0,10.0,7.0,9.0,8.0,5.0
2025-06-20T15:39:46.913894,10.0,5.0,9.0,10.0,7.0,10.0,9.0,5.0
2025-06-20T15:39:47.914651,12.0,6.0,9.0,10.0,8.0,10.0,8.0,6.0
2025-06-20T15:39:48.915375,10.0,5.0,8.0,11.0,7.0,9.0,9.0,5.0
2025-06-20T15:39:49.915897,11.0,6.0,9.0,10.0,8.0,10.0,9.0,5.0
2025-06-20T15:39:50.916345,11.0,5.0,9.0,11.0,7.0,11.0,10.0,6.0
2025-06-20T15:39:51.916890,10.0,6.0,8.0,10.0,8.0,10.0,10.0,5.0
2025-06-20T15:39:52.918357,10.0,5.0,8.0,11.0,8.0,11.0,10.0,5.0
2025-06-20T15:39:53.919010,12.0,5.0,8.0,11.0,8.0,11.0,10.0,6.0
