Map,Planner,BatteryUsageMean,CPUUsageMean
Map1_IRL,DWB,1.9999980926513672,42.04277777777778
Map1_IRL,MPPI,1.9999980926513672,37.30533980582524
Map1_IRL,RPP,2.999997138977051,15.205056179775282
