realtime,timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
2025-06-11T15:19:41.846076,15.708,0.125,0.0,0.0,0.0,0.0,0.16
2025-06-11T15:19:41.875934,15.729,0.25,0.0,0.0,0.0,0.0,0.31104150356686106
2025-06-11T15:19:41.944974,15.75,0.26,0.0,0.0,0.0,0.0,0.31104150356686106
2025-06-11T15:19:41.974987,15.774000000000001,0.26,0.0,0.0,0.0,0.0,0.3094113323550447
2025-06-11T15:19:42.046687,15.801,0.26,0.0,0.0,0.0,0.0,0.2985051965171688
2025-06-11T15:19:42.076521,15.822,0.26,0.0,0.0,0.0,0.0,0.28990019766086916
2025-06-11T15:19:42.146893,15.846,0.26,0.0,0.0,0.0,0.0,0.2828620022349315
2025-06-11T15:19:42.188258,15.873,0.26,0.0,0.0,0.0,0.0,0.2681651533550963
2025-06-11T15:19:42.251293,15.891,0.26,0.0,0.0,0.0,0.0,0.26194133188957325
2025-06-11T15:19:42.287631,15.915,0.26,0.0,0.0,0.0,0.0,0.24869218794086398
2025-06-11T15:19:42.368105,15.942,0.26,0.0,0.0,0.0,0.0,0.2429094642937704
2025-06-11T15:19:42.402835,15.966,0.26,0.0,0.0,0.0,0.0,0.23134056144871706
2025-06-11T15:19:42.446198,15.981,0.26,0.0,0.0,0.0,0.0,0.22630474012019122
2025-06-11T15:19:42.465245,16.005,0.26,0.0,0.0,0.0,0.0,0.22067453423831485
2025-06-11T15:19:42.525809,16.026,0.26,0.0,0.0,0.0,0.0,0.2117343906963606
2025-06-11T15:19:42.615596,16.041,0.26,0.0,0.0,0.0,0.0,0.2117343906963606
2025-06-11T15:19:42.638188,16.065,0.26,0.0,0.0,0.0,0.0,0.2030228051638317
2025-06-11T15:19:42.663477,16.083,0.26,0.0,0.0,0.0,0.0,0.1987041595005549
2025-06-11T15:19:42.733984,16.104,0.26,0.0,0.0,0.0,0.0,0.1914374272678776
2025-06-11T15:19:42.775930,16.131,0.26,0.0,0.0,0.0,0.0,0.1872431916263698
2025-06-11T15:19:42.813586,16.158,0.26,0.0,0.0,0.0,0.0,0.18379737839926502
2025-06-11T15:19:42.905800,16.17,0.26,0.0,0.0,0.0,0.0,0.19195416808574647
2025-06-11T15:19:42.945246,16.191,0.26,0.0,0.0,0.0,0.0,0.18874542446179368
2025-06-11T15:19:43.013776,16.209,0.26,0.0,0.0,0.0,0.0,0.18494611744374115
2025-06-11T15:19:43.045919,16.236,0.26,0.0,0.0,0.0,0.0,0.17846558694466985
2025-06-11T15:19:43.096783,16.257,0.26,0.0,0.0,0.0,0.0,0.17439353114115308
2025-06-11T15:19:43.128568,16.272,0.26,0.0,0.0,0.0,0.0,0.17096600533769835
2025-06-11T15:19:43.176885,16.296,0.26,0.0,0.0,0.0,0.0,0.16760983310354444
2025-06-11T15:19:43.246464,16.314,0.26,0.0,0.0,0.0,0.0,0.1637274377789112
2025-06-11T15:19:43.275216,16.335,0.26,0.0,0.0,0.0,0.0,0.156766193393048
2025-06-11T15:19:43.349339,16.359,0.26,0.0,0.0,0.0,0.0,0.15369671923574615
2025-06-11T15:19:43.387146,16.383,0.26,0.0,0.0,0.0,0.0,0.14684699401877457
2025-06-11T15:19:43.426992,16.404,0.26,0.0,0.0,0.0,0.0,0.14396037951173543
2025-06-11T15:19:43.494507,16.428,0.26,0.0,0.0,0.0,0.0,0.14107867654651876
2025-06-11T15:19:43.524125,16.449,0.26,0.0,0.0,0.0,0.0,0.13495301857756978
2025-06-11T15:19:43.625959,16.476,0.26,0.0,0.0,0.0,0.0,0.131683343970079
2025-06-11T15:19:43.637038,16.497,0.26,0.0,0.0,0.0,0.0,0.12632612613709554
2025-06-11T15:19:43.685453,16.512,0.26,0.0,0.0,0.0,0.0,0.12632612613709554
2025-06-11T15:19:43.767682,16.533,0.26,0.0,0.0,0.0,0.0,0.12064698590354807
2025-06-11T15:19:43.789592,16.563,0.26,0.0,0.0,0.0,0.0,0.11532777653760007
2025-06-11T15:19:43.845886,16.581,0.26,0.0,0.0,0.0,0.0,0.11291594392875562
2025-06-11T15:19:43.916973,16.599,0.26,0.0,0.0,0.0,0.0,0.10999445523598732
2025-06-11T15:19:43.947322,16.626,0.26,0.0,0.0,0.0,0.0,0.03199050329453458
2025-06-11T15:19:43.984853,16.641,0.26,0.0,0.0,0.0,0.0,0.029397829490919007
2025-06-11T15:19:44.060215,16.665,0.26,0.0,0.0,0.0,0.0,0.027261737924558025
2025-06-11T15:19:44.096849,16.689,0.26,0.0,0.0,0.0,0.0,0.023320248838697436
2025-06-11T15:19:44.124662,16.71,0.26,0.0,0.0,0.0,0.0,0.023198712630505422
2025-06-11T15:19:44.195666,16.734,0.26,0.0,0.0,0.0,0.0,0.022946597683277215
2025-06-11T15:19:44.233752,16.764,0.26,0.0,0.0,0.0,0.0,0.022863535182422425
2025-06-11T15:19:44.263608,16.779,0.26,0.0,0.0,0.0,0.0,0.022859901245195116
2025-06-11T15:19:44.334497,16.8,0.26,0.0,0.0,0.0,0.0,0.022877202646531654
2025-06-11T15:19:44.373963,16.827,0.26,0.0,0.0,0.0,0.0,0.022882398020669558
2025-06-11T15:19:44.444954,16.848,0.26,0.0,0.0,0.0,0.0,0.022882996685051758
2025-06-11T15:19:44.484386,16.869,0.26,0.0,0.0,0.0,0.0,0.02287087392379518
2025-06-11T15:19:44.523754,16.893,0.26,0.0,0.0,0.0,0.0,0.022858310210432522
2025-06-11T15:19:44.585456,16.914,0.26,0.0,0.0,0.0,0.0,0.022812632801485322
2025-06-11T15:19:44.613821,16.938,0.26,0.0,0.0,0.0,0.0,0.022786125776130674
2025-06-11T15:19:44.685146,16.962,0.26,0.0,0.0,0.0,0.0,0.0227160331847186
2025-06-11T15:19:44.723951,16.986,0.26,0.0,0.0,0.0,0.0,0.022666097989225472
2025-06-11T15:19:44.806282,17.01,0.26,0.0,0.0,0.0,0.0,0.022614310900936522
2025-06-11T15:19:44.834901,17.028,0.26,0.0,0.0,0.0,0.0,0.022490152987234738
2025-06-11T15:19:44.886755,17.049,0.26,0.0,0.0,0.0,0.0,0.022429284900592983
2025-06-11T15:19:44.972208,17.067,0.26,0.0,0.0,0.0,0.0,0.06805091640848705
2025-06-11T15:19:44.985801,17.091,0.26,0.0,0.0,0.0,0.0,0.06816440438731713
2025-06-11T15:19:45.035719,17.115,0.26,0.0,0.0,0.0,0.0,0.06821765721286321
2025-06-11T15:19:45.064195,17.13,0.26,0.0,0.0,0.0,0.0,0.06825904184437892
2025-06-11T15:19:45.136655,17.157,0.26,0.0,0.0,0.0,0.0,0.0663825505911322
2025-06-11T15:19:45.186481,17.181,0.26,0.0,0.0,0.0,0.0,0.08052059370976847
2025-06-11T15:19:45.255397,17.199,0.26,0.0,0.0,0.0,0.0,0.09269539766580062
2025-06-11T15:19:45.285288,17.226,0.26,0.0,0.0,0.0,0.0,0.09080238635227683
2025-06-11T15:19:45.324667,17.247,0.26,0.0,0.0,0.0,0.0,0.08946171825842976
2025-06-11T15:19:45.395276,17.268,0.26,0.0,0.0,0.0,0.0,0.08652817794772504
2025-06-11T15:19:45.436341,17.292,0.26,0.0,0.0,0.0,0.0,0.08458105496453416
2025-06-11T15:19:45.484805,17.313,0.26,0.0,0.0,0.0,0.0,0.08298758706161391
2025-06-11T15:19:45.555348,17.334,0.26,0.0,0.0,0.0,0.0,0.07947946948430096
2025-06-11T15:19:45.573913,17.355,0.26,0.0,0.0,0.0,0.0,0.07796195711105026
2025-06-11T15:19:45.613895,17.379,0.26,0.0,0.0,0.0,0.0,0.0761546760203917
2025-06-11T15:19:45.687330,17.397,0.26,0.0,0.0,0.0,0.0,0.07323352033296708
2025-06-11T15:19:45.724377,17.424,0.26,0.0,0.0,0.0,0.0,0.07156493206561242
2025-06-11T15:19:45.774480,17.445,0.26,0.0,0.0,0.0,0.0,0.06852029852990163
2025-06-11T15:19:45.838255,17.472,0.26,0.0,0.0,0.0,0.0,0.06716040098579795
2025-06-11T15:19:45.894757,17.49,0.26,0.0,0.0,0.0,0.0,0.06581471308043688
2025-06-11T15:19:45.947245,17.514,0.26,0.0,0.0,0.0,0.0,0.06291353395074116
2025-06-11T15:19:45.973658,17.535,0.26,0.0,0.0,0.0,0.0,0.07135213587342752
2025-06-11T15:19:46.025788,17.556,0.26,0.0,0.0,0.0,0.0,0.0698442132431474
2025-06-11T15:19:46.063469,17.574,0.26,0.0,0.0,0.0,0.0,0.06862372742868175
2025-06-11T15:19:46.134450,17.592,0.26,0.0,0.0,0.0,0.0,0.06586964823153788
2025-06-11T15:19:46.173852,17.619,0.26,0.0,0.0,0.0,0.0,0.06445822438854898
2025-06-11T15:19:46.256688,17.637,0.26,0.0,0.0,0.0,0.0,0.06283128255274417
2025-06-11T15:19:46.285697,17.655,0.26,0.0,0.0,0.0,0.0,0.060208515529362586
2025-06-11T15:19:46.337784,17.682,0.26,0.0,0.0,0.0,0.0,0.058664987974084745
2025-06-11T15:19:46.408358,17.697,0.26,0.0,0.0,0.0,0.0,0.05739105315487626
2025-06-11T15:19:46.445339,17.721,0.26,0.0,0.0,0.0,0.0,0.054665111603388175
2025-06-11T15:19:46.485905,17.745,0.26,0.0,0.0,0.0,0.0,0.05345549745073144
2025-06-11T15:19:46.523378,17.76,0.26,0.0,0.0,0.0,0.0,0.052019065778366784
2025-06-11T15:19:46.587276,17.784,0.26,0.0,0.0,0.0,0.0,0.04969426919624896
2025-06-11T15:19:46.638489,17.811,0.26,0.0,0.0,0.0,0.0,0.04836700591983616
2025-06-11T15:19:46.706847,17.829,0.26,0.0,0.0,0.0,0.0,0.04728017211859816
2025-06-11T15:19:46.744211,17.853,0.26,0.0,0.0,0.0,0.0,0.04495682206738228
2025-06-11T15:19:46.775038,17.874,0.26,0.0,0.0,0.0,0.0,0.04393548803740157
2025-06-11T15:19:46.856245,17.895,0.26,0.0,0.0,0.0,0.0,0.04271064538279934
2025-06-11T15:19:46.885361,17.919,0.26,0.0,0.0,0.0,0.0,0.0407189305817196
2025-06-11T15:19:46.918094,17.943,0.26,0.0,0.0,0.0,0.0,0.039590003358229243
2025-06-11T15:19:46.998485,17.964,0.26,0.0,0.0,0.0,0.0,0.0375257626504231
2025-06-11T15:19:47.035705,17.985,0.26,0.0,0.0,0.0,0.0,0.03779558469677656
2025-06-11T15:19:47.074935,18.003,0.26,0.0,0.0,0.0,0.0,0.03681911665572593
2025-06-11T15:19:47.139569,18.024,0.26,0.0,0.0,0.0,0.0,0.0347435860647157
2025-06-11T15:19:47.184966,18.048,0.26,0.0,0.0,0.0,0.0,0.03379437321840973
2025-06-11T15:19:47.236790,18.069,0.26,0.0,0.0,0.0,0.0,0.03264941187232286
2025-06-11T15:19:47.306756,18.084,0.26,0.0,0.0,0.0,0.0,0.031704913091119245
2025-06-11T15:19:47.337976,18.111,0.26,0.0,0.0,0.0,0.0,0.02972082908034265
2025-06-11T15:19:47.386196,18.129,0.26,0.0,0.0,0.0,0.0,0.02886246085048256
2025-06-11T15:19:47.455868,18.15,0.26,0.0,0.0,0.0,0.0,0.027838961707766438
2025-06-11T15:19:47.486885,18.177,0.26,0.0,0.0,0.0,0.0,0.02586321679627065
2025-06-11T15:19:47.535808,18.195,0.26,0.0,0.0,0.0,0.0,0.02522022959997451
2025-06-11T15:19:47.583913,18.216,0.26,0.0,0.0,0.0,0.0,0.024422983304743136
2025-06-11T15:19:47.635359,18.243,0.26,0.0,0.0,0.0,0.0,0.11243203914069222
2025-06-11T15:19:47.663337,18.261,0.26,0.0,0.0,0.0,0.0,0.11189397235086519
2025-06-11T15:19:47.733499,18.285,0.26,0.0,0.0,0.0,0.0,0.11042048585591399
2025-06-11T15:19:47.764143,18.312,0.26,0.0,0.0,0.0,0.0,0.10779287158011032
2025-06-11T15:19:47.836598,18.336,0.26,0.0,0.0,0.0,0.0,0.10176796908411058
