timestamp,smoother_server,bt_navigator,map_server,amcl,controller_server,planner_server,behavior_server,velocity_smoother
2025-06-18T16:21:20.384919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T16:21:21.385346,7.0,10.0,6.0,9.0,8.0,6.0,6.0,6.0
2025-06-18T16:21:22.388346,9.0,7.0,9.0,8.0,12.0,7.0,8.0,8.0
2025-06-18T16:21:23.394264,9.9,10.9,7.9,11.9,10.9,13.9,9.9,7.9
2025-06-18T16:21:24.404622,7.9,7.9,6.9,6.9,6.9,6.9,6.9,5.0
2025-06-18T16:21:25.408495,8.0,9.0,8.0,9.0,11.0,9.0,9.0,7.0
2025-06-18T16:21:26.409206,5.0,7.0,4.0,7.0,11.0,5.0,5.0,3.0
2025-06-18T16:21:27.409884,6.0,6.0,3.0,7.0,8.0,7.0,5.0,2.0
2025-06-18T16:21:28.412402,7.0,9.0,5.0,6.0,10.0,10.0,6.0,4.0
2025-06-18T16:21:29.413604,8.0,27.0,8.0,9.0,12.0,11.0,11.0,7.0
2025-06-18T16:21:30.414212,7.0,10.0,5.0,8.0,10.0,10.0,10.0,6.0
2025-06-18T16:21:31.415090,9.0,11.0,5.0,9.0,11.0,10.0,9.0,6.0
2025-06-18T16:21:32.417058,7.0,11.0,6.0,8.0,10.0,11.0,10.0,5.0
2025-06-18T16:21:33.417759,8.0,9.0,5.0,8.0,10.0,10.0,10.0,6.0
2025-06-18T16:21:34.419085,8.0,11.0,6.0,7.0,11.0,10.0,10.0,6.0
2025-06-18T16:21:35.420235,8.0,10.0,5.0,10.0,10.0,10.0,10.0,5.0
2025-06-18T16:21:36.420867,8.0,11.0,5.0,8.0,11.0,10.0,10.0,6.0
2025-06-18T16:21:37.421817,7.0,11.0,6.0,8.0,11.0,11.0,10.0,6.0
2025-06-18T16:21:38.422549,7.0,10.0,6.0,8.0,11.0,10.0,9.0,5.0
2025-06-18T16:21:39.423908,9.0,10.0,5.0,9.0,10.0,11.0,11.0,5.0
2025-06-18T16:21:40.424322,7.0,11.0,5.0,8.0,11.0,10.0,9.0,6.0
2025-06-18T16:21:41.424773,8.0,10.0,6.0,9.0,11.0,10.0,10.0,6.0
2025-06-18T16:21:42.426503,8.0,11.0,6.0,8.0,10.0,10.0,10.0,6.0
2025-06-18T16:21:43.429168,7.0,10.0,5.0,9.0,11.0,10.0,10.0,6.0
