timestamp,map_server,amcl,controller_server,smoother_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-02T11:42:43.110181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02T11:42:44.110570,6.0,7.0,12.0,7.0,5.0,8.0,7.0,6.0
2025-06-02T11:42:45.112866,8.0,10.0,12.0,9.0,10.0,8.0,10.0,5.0
2025-06-02T11:42:46.115138,5.0,8.0,9.0,7.0,9.0,7.0,6.0,5.0
2025-06-02T11:42:47.115724,4.0,7.0,9.0,5.0,6.0,3.0,6.0,2.0
2025-06-02T11:42:48.117068,5.0,8.0,11.0,8.0,12.0,9.0,18.0,5.0
2025-06-02T11:42:49.119996,6.0,8.0,12.0,8.0,10.0,10.0,17.9,6.0
2025-06-02T11:42:50.120576,5.0,8.0,10.0,7.0,9.0,9.0,10.0,6.0
2025-06-02T11:42:51.121054,5.0,8.0,12.0,7.0,9.0,7.0,11.0,5.0
2025-06-02T11:42:52.123999,5.0,8.0,10.0,7.0,10.0,8.0,11.0,5.0
2025-06-02T11:42:53.125803,6.0,8.0,11.0,8.0,10.0,9.0,10.0,5.0
2025-06-02T11:42:54.126339,4.0,8.0,11.0,6.0,9.0,8.0,11.0,5.0
2025-06-02T11:42:55.126825,6.0,9.0,10.0,7.0,10.0,9.0,12.0,6.0
2025-06-02T11:42:56.128805,4.0,7.0,12.0,7.0,10.0,8.0,10.0,5.0
2025-06-02T11:42:57.129294,6.0,9.0,10.0,7.0,9.0,8.0,11.0,4.0
2025-06-02T11:42:58.129896,5.0,9.0,12.0,8.0,10.0,10.0,11.0,5.0
2025-06-02T11:42:59.131449,5.0,8.0,11.0,8.0,10.0,9.0,10.0,6.0
2025-06-02T11:43:00.131880,6.0,9.0,11.0,7.0,11.0,10.0,11.0,6.0
2025-06-02T11:43:01.132298,5.0,8.0,12.0,8.0,10.0,10.0,11.0,4.0
2025-06-02T11:43:02.132752,4.0,9.0,11.0,7.0,10.0,10.0,10.0,6.0
2025-06-02T11:43:03.133647,6.0,8.0,11.0,8.0,11.0,9.0,11.0,4.0
2025-06-02T11:43:04.134426,5.0,9.0,12.0,8.0,10.0,11.0,11.0,6.0
2025-06-02T11:43:05.135115,5.0,8.0,11.0,7.0,11.0,10.0,10.0,4.0
2025-06-02T11:43:06.135608,5.0,7.0,11.0,7.0,10.0,9.0,11.0,6.0
2025-06-02T11:43:07.136137,5.0,8.0,11.0,8.0,10.0,10.0,10.0,5.0
2025-06-02T11:43:08.137017,5.0,8.0,11.0,8.0,11.0,10.0,11.0,5.0
2025-06-02T11:43:09.139070,6.0,8.0,13.0,7.0,11.0,10.0,13.0,6.0
2025-06-02T11:43:10.140624,4.0,8.0,17.0,8.0,11.0,9.0,16.0,5.0
2025-06-02T11:43:11.141084,5.0,8.0,16.0,7.0,9.0,10.0,18.0,6.0
2025-06-02T11:43:12.141898,6.0,7.0,17.0,7.0,11.0,9.0,17.0,5.0
2025-06-02T11:43:13.142898,4.0,8.0,16.0,7.0,10.0,10.0,17.0,6.0
2025-06-02T11:43:14.143539,6.0,8.0,17.0,8.0,11.0,9.0,18.0,5.0
2025-06-02T11:43:15.145212,5.0,8.0,16.0,7.0,10.0,10.0,17.0,6.0
2025-06-02T11:43:16.146922,4.0,7.0,17.0,7.0,10.0,9.0,17.0,6.0
2025-06-02T11:43:17.149543,5.0,8.0,17.0,7.0,10.0,9.0,18.0,5.0
2025-06-02T11:43:18.149999,5.0,8.0,16.0,7.0,10.0,10.0,17.0,6.0
2025-06-02T11:43:19.151189,5.0,7.0,16.0,7.0,10.0,10.0,17.0,5.0
2025-06-02T11:43:20.151846,5.0,8.0,16.0,7.0,11.0,9.0,17.0,5.0
2025-06-02T11:43:21.152439,5.0,8.0,17.0,7.0,11.0,9.0,17.0,6.0
2025-06-02T11:43:22.153101,5.0,8.0,16.0,7.0,9.0,10.0,17.0,5.0
2025-06-02T11:43:23.153653,5.0,7.0,16.0,8.0,10.0,9.0,17.0,6.0
2025-06-02T11:43:24.154073,5.0,8.0,17.0,7.0,11.0,9.0,17.0,6.0
2025-06-02T11:43:25.155158,5.0,9.0,16.0,7.0,11.0,9.0,18.0,5.0
2025-06-02T11:43:26.157224,5.0,8.0,17.0,8.0,10.0,10.0,18.0,6.0
2025-06-02T11:43:27.158186,5.0,8.0,16.0,7.0,11.0,10.0,17.0,5.0
2025-06-02T11:43:28.159275,5.0,8.0,17.0,7.0,10.0,8.0,17.0,6.0
2025-06-02T11:43:29.160793,4.0,7.0,15.0,7.0,10.0,10.0,18.0,6.0
2025-06-02T11:43:30.162195,6.0,8.0,17.0,7.0,10.0,10.0,16.0,5.0
2025-06-02T11:43:31.163304,5.0,8.0,16.0,7.0,10.0,9.0,17.0,6.0
2025-06-02T11:43:32.164202,4.0,7.0,17.0,8.0,10.0,10.0,17.0,5.0
2025-06-02T11:43:33.164798,6.0,8.0,16.0,7.0,11.0,9.0,18.0,6.0
2025-06-02T11:43:34.166494,4.0,8.0,17.0,8.0,11.0,10.0,17.0,5.0
2025-06-02T11:43:35.167124,6.0,8.0,17.0,6.0,9.0,9.0,17.0,6.0
2025-06-02T11:43:36.168310,4.0,8.0,16.0,7.0,11.0,9.0,17.0,5.0
2025-06-02T11:43:37.169572,5.0,8.0,16.0,8.0,11.0,10.0,17.0,6.0
2025-06-02T11:43:38.171479,5.0,9.0,16.0,7.0,10.0,9.0,16.9,5.0
2025-06-02T11:43:39.175840,6.0,7.0,17.9,7.0,10.0,10.0,18.0,6.0
2025-06-02T11:43:40.177500,4.0,9.0,16.0,7.0,11.0,9.0,17.0,5.0
2025-06-02T11:43:41.179362,5.0,7.0,16.0,7.0,10.0,9.0,17.0,6.0
2025-06-02T11:43:42.179931,6.0,8.0,17.0,8.0,11.0,9.0,17.0,5.0
2025-06-02T11:43:43.180542,4.0,8.0,16.0,7.0,9.0,10.0,16.0,6.0
2025-06-02T11:43:44.180957,5.0,7.0,17.0,7.0,11.0,9.0,18.0,6.0
2025-06-02T11:43:45.181630,5.0,9.0,16.0,7.0,10.0,10.0,17.0,5.0
2025-06-02T11:43:46.182187,6.0,7.0,16.0,7.0,10.0,9.0,17.0,5.0
2025-06-02T11:43:47.182791,4.0,9.0,17.0,8.0,10.0,10.0,17.0,6.0
2025-06-02T11:43:48.183200,5.0,7.0,15.0,7.0,11.0,8.0,17.0,5.0
