timestamp,amcl,map_server,controller_server,smoother_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-06T15:31:45.786627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06T15:31:46.790180,8.0,4.0,4.0,5.0,5.0,4.0,6.0,3.0
2025-06-06T15:31:47.791402,11.0,8.0,7.0,6.0,12.0,13.0,10.0,9.0
2025-06-06T15:31:48.796703,9.9,8.9,7.9,9.9,12.9,10.9,11.9,8.9
2025-06-06T15:31:49.806611,10.9,9.9,13.9,7.9,11.9,8.9,7.9,8.9
2025-06-06T15:31:50.816051,5.9,5.9,12.9,7.9,6.9,6.9,6.9,5.0
2025-06-06T15:31:51.816988,7.0,6.0,7.0,7.0,8.0,5.0,7.9,4.9
2025-06-06T15:31:52.828451,8.9,6.9,6.9,6.9,6.0,10.9,7.0,7.0
2025-06-06T15:31:53.830004,13.0,6.0,9.0,7.0,8.0,6.0,7.0,6.0
2025-06-06T15:31:54.830800,30.0,4.0,7.0,3.0,9.0,3.0,8.0,3.0
2025-06-06T15:31:55.831305,12.0,4.0,10.0,7.0,5.0,6.0,6.0,2.0
2025-06-06T15:31:56.832445,7.0,3.0,8.0,5.0,6.0,4.0,6.0,3.0
2025-06-06T15:31:57.833585,6.0,4.0,9.0,6.0,7.0,5.0,6.0,2.0
2025-06-06T15:31:58.834535,9.0,6.0,13.0,8.0,12.0,10.0,25.0,7.0
2025-06-06T15:31:59.835251,8.0,7.0,11.0,7.0,10.0,9.0,12.0,6.0
2025-06-06T15:32:00.836963,8.0,5.0,10.0,8.0,10.0,8.0,10.0,6.0
2025-06-06T15:32:01.837802,9.0,5.0,11.0,7.0,9.0,9.0,11.0,5.0
2025-06-06T15:32:02.838292,8.0,5.0,11.0,8.0,9.0,9.0,11.0,6.0
2025-06-06T15:32:03.839030,8.0,6.0,12.0,7.0,10.0,8.0,10.0,5.0
2025-06-06T15:32:04.839881,10.0,5.0,10.0,8.0,9.0,8.0,10.0,6.0
2025-06-06T15:32:05.842242,8.0,6.0,11.0,7.0,10.0,9.0,10.0,5.0
2025-06-06T15:32:06.843169,8.0,5.0,11.0,7.0,9.0,8.0,12.0,6.0
2025-06-06T15:32:07.844377,8.0,6.0,12.0,7.0,10.0,10.0,10.0,5.0
2025-06-06T15:32:08.844967,9.0,5.0,11.0,8.0,10.0,9.0,10.0,5.0
2025-06-06T15:32:09.847562,8.0,6.0,11.0,8.0,10.0,10.0,11.0,6.0
2025-06-06T15:32:10.848879,9.0,5.0,11.0,7.0,11.0,10.0,10.0,6.0
2025-06-06T15:32:11.849865,9.0,5.0,12.0,8.0,10.0,10.0,12.0,6.0
2025-06-06T15:32:12.852151,8.0,5.0,11.0,7.0,10.0,9.0,10.0,5.0
2025-06-06T15:32:13.852966,8.0,6.0,11.0,9.0,11.0,10.0,10.0,6.0
2025-06-06T15:32:14.853997,9.0,5.0,12.0,7.0,10.0,10.0,11.0,5.0
2025-06-06T15:32:15.857444,8.0,5.0,11.0,8.0,10.0,10.0,10.0,5.0
2025-06-06T15:32:16.858772,7.0,6.0,11.0,8.0,11.0,9.0,11.0,6.0
2025-06-06T15:32:17.859300,9.0,5.0,11.0,7.0,10.0,11.0,10.0,6.0
2025-06-06T15:32:18.860317,8.0,6.0,12.0,8.0,10.0,9.0,11.0,5.0
2025-06-06T15:32:19.861921,7.0,5.0,10.0,7.0,10.0,10.0,10.0,6.0
2025-06-06T15:32:20.862875,8.0,6.0,18.0,8.0,11.0,10.0,18.0,6.0
2025-06-06T15:32:21.864457,9.0,5.0,19.0,7.0,11.0,8.0,18.0,5.0
2025-06-06T15:32:22.865002,7.0,5.0,18.0,8.0,9.0,10.0,16.0,6.0
2025-06-06T15:32:23.866717,8.0,5.0,18.0,7.0,11.0,10.0,18.0,6.0
2025-06-06T15:32:24.867420,7.0,5.0,19.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:32:25.867954,8.0,5.0,18.0,8.0,10.0,9.0,17.0,6.0
2025-06-06T15:32:26.868860,9.0,6.0,19.0,7.0,11.0,9.0,18.0,6.0
2025-06-06T15:32:27.870068,7.0,5.0,18.0,8.0,10.0,10.0,16.0,6.0
2025-06-06T15:32:28.870822,8.0,5.0,18.0,7.0,9.0,9.0,18.0,6.0
2025-06-06T15:32:29.871312,7.0,6.0,18.0,7.0,11.0,9.0,17.0,6.0
2025-06-06T15:32:30.873635,8.0,4.0,19.0,8.0,11.0,9.0,18.0,6.0
2025-06-06T15:32:31.875305,8.0,6.0,19.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T15:32:32.876744,8.0,5.0,18.0,8.0,10.0,10.0,17.0,6.0
2025-06-06T15:32:33.878275,7.0,5.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:32:34.879042,9.0,6.0,19.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:32:35.880575,8.0,5.0,18.0,8.0,11.0,10.0,17.0,6.0
2025-06-06T15:32:36.881174,7.0,5.0,18.0,7.0,10.0,9.0,16.0,5.0
2025-06-06T15:32:37.882123,8.0,5.0,19.0,8.0,10.0,9.0,18.0,6.0
2025-06-06T15:32:38.884320,8.0,5.0,17.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T15:32:39.884956,7.0,6.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:32:40.885633,10.0,5.0,19.0,7.0,11.0,11.0,17.0,6.0
2025-06-06T15:32:41.886066,7.0,5.0,18.0,8.0,10.0,8.0,18.0,7.0
2025-06-06T15:32:42.886483,7.0,5.0,18.0,7.0,10.0,9.0,17.0,5.0
