timestamp,amcl,map_server,controller_server,smoother_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-06T15:03:05.632427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06T15:03:06.633948,6.0,7.0,11.0,6.0,4.0,7.0,7.0,4.0
2025-06-06T15:03:07.634395,9.0,8.0,14.0,9.0,7.0,9.0,10.0,9.0
2025-06-06T15:03:08.634972,9.0,9.0,11.0,12.0,10.0,6.0,9.0,7.0
2025-06-06T15:03:09.636015,9.0,9.0,11.0,11.0,11.0,9.0,10.0,8.0
2025-06-06T15:03:10.636644,9.0,9.0,10.0,8.0,11.0,10.0,9.0,7.0
2025-06-06T15:03:11.637850,9.0,4.0,9.0,7.0,6.0,5.0,6.0,4.0
2025-06-06T15:03:12.638405,7.0,5.0,8.0,7.0,7.0,6.0,6.0,4.0
2025-06-06T15:03:13.639075,7.0,3.0,9.0,5.0,6.0,4.0,6.0,3.0
2025-06-06T15:03:14.639780,8.0,4.0,10.0,5.0,5.0,4.0,5.0,2.0
2025-06-06T15:03:15.640343,6.0,4.0,9.0,6.0,10.0,5.0,7.0,3.0
2025-06-06T15:03:16.640818,9.0,6.0,12.0,8.0,11.0,10.0,27.0,7.0
2025-06-06T15:03:17.641441,8.0,6.0,10.0,8.0,9.0,9.0,11.0,5.0
2025-06-06T15:03:18.642929,8.0,5.0,11.0,6.0,10.0,8.0,10.0,5.0
2025-06-06T15:03:19.643728,8.0,5.0,9.0,6.0,8.0,7.0,10.0,5.0
2025-06-06T15:03:20.644201,7.0,5.0,11.0,7.0,9.0,9.0,9.0,5.0
2025-06-06T15:03:21.645502,8.0,6.0,10.0,7.0,9.0,7.0,10.0,5.0
2025-06-06T15:03:22.646796,8.0,4.0,10.0,7.0,8.0,9.0,11.0,6.0
2025-06-06T15:03:23.649701,8.0,5.0,10.0,6.0,10.0,8.0,10.0,5.0
2025-06-06T15:03:24.650234,8.0,6.0,11.0,8.0,9.0,8.0,11.0,5.0
2025-06-06T15:03:25.651013,8.0,5.0,11.0,7.0,10.0,8.0,10.0,5.0
2025-06-06T15:03:26.651652,9.0,5.0,10.0,7.0,9.0,8.0,12.0,5.0
2025-06-06T15:03:27.653758,8.0,5.0,12.0,8.0,10.0,10.0,10.0,5.0
2025-06-06T15:03:28.654468,8.0,5.0,11.0,7.0,11.0,10.0,10.0,6.0
2025-06-06T15:03:29.655135,9.0,6.0,11.0,8.0,10.0,9.0,11.0,4.0
2025-06-06T15:03:30.657057,8.0,5.0,11.0,7.0,11.0,10.0,10.0,6.0
2025-06-06T15:03:31.657797,9.0,4.0,11.0,7.0,9.0,9.0,11.0,5.0
2025-06-06T15:03:32.658257,8.0,6.0,11.0,7.0,11.0,10.0,10.0,6.0
2025-06-06T15:03:33.658716,9.0,5.0,12.0,9.0,10.0,10.0,11.0,5.0
