timestamp,amcl,map_server,controller_server,smoother_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-06T15:53:43.337393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06T15:53:44.341041,6.0,5.0,8.0,8.0,6.0,6.0,7.0,4.0
2025-06-06T15:53:45.349525,7.9,9.9,10.9,10.9,10.9,6.9,8.9,7.9
2025-06-06T15:53:46.351880,10.0,9.0,13.0,9.0,14.0,12.0,8.0,6.0
2025-06-06T15:53:47.362616,6.9,5.9,11.9,5.9,5.9,4.9,6.9,4.0
2025-06-06T15:53:48.365590,7.0,3.0,9.0,6.0,6.0,5.0,6.0,3.0
2025-06-06T15:53:49.382829,5.9,4.9,8.8,6.9,9.8,6.9,6.9,3.9
2025-06-06T15:53:50.383990,9.0,7.0,12.0,8.0,11.0,10.0,28.0,7.0
2025-06-06T15:53:51.389084,8.0,6.0,10.9,7.0,9.9,8.0,10.9,6.0
2025-06-06T15:53:52.394553,8.0,5.0,10.9,6.0,9.0,9.0,9.9,5.0
2025-06-06T15:53:53.399905,7.0,5.0,10.9,8.0,9.9,9.0,9.9,4.0
2025-06-06T15:53:54.404302,8.0,5.0,10.0,7.0,10.0,9.0,11.9,6.0
2025-06-06T15:53:55.405523,8.0,5.0,12.0,7.0,8.0,8.0,10.0,6.0
2025-06-06T15:53:56.405953,9.0,5.0,11.0,7.0,10.0,7.0,11.0,5.0
2025-06-06T15:53:57.406803,8.0,6.0,11.0,7.0,10.0,9.0,10.0,5.0
2025-06-06T15:53:58.407630,8.0,4.0,9.0,8.0,8.0,8.0,10.0,6.0
2025-06-06T15:53:59.408310,7.0,5.0,10.0,6.0,9.0,8.0,10.0,4.0
2025-06-06T15:54:00.409783,8.0,5.0,10.0,7.0,9.0,8.0,10.0,5.0
2025-06-06T15:54:01.413797,8.0,5.0,12.0,7.0,10.0,8.0,11.0,6.0
2025-06-06T15:54:02.414425,8.0,6.0,10.0,7.0,9.0,9.0,10.0,5.0
2025-06-06T15:54:03.416510,9.0,5.0,11.0,7.0,10.0,9.0,11.0,6.0
2025-06-06T15:54:04.417664,8.0,5.0,11.0,7.0,10.0,10.0,10.0,5.0
2025-06-06T15:54:05.419380,9.0,5.0,11.0,8.0,10.0,10.0,11.0,5.0
2025-06-06T15:54:06.420929,8.0,5.0,12.0,8.0,10.0,9.0,10.0,5.0
2025-06-06T15:54:07.422111,8.0,5.0,10.0,7.0,11.0,10.0,11.0,5.0
2025-06-06T15:54:08.423067,7.0,5.0,11.0,7.0,10.0,10.0,10.0,6.0
2025-06-06T15:54:09.423860,8.0,6.0,12.0,8.0,10.0,10.0,11.0,6.0
2025-06-06T15:54:10.424363,8.0,5.0,11.0,7.0,10.0,10.0,10.0,4.0
2025-06-06T15:54:11.427811,8.0,5.0,12.0,8.0,11.0,10.0,11.0,6.0
2025-06-06T15:54:12.429765,7.0,5.0,17.0,7.0,9.0,9.0,17.0,6.0
2025-06-06T15:54:13.430595,7.0,5.0,19.0,7.0,10.0,9.0,18.0,5.0
2025-06-06T15:54:14.431055,9.0,5.0,18.0,7.0,11.0,9.0,17.0,6.0
2025-06-06T15:54:15.432135,6.0,5.0,19.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T15:54:16.432655,8.0,6.0,18.0,8.0,10.0,9.0,18.0,5.0
2025-06-06T15:54:17.433760,8.0,4.0,18.0,7.0,10.0,9.0,16.0,6.0
2025-06-06T15:54:18.434303,7.0,5.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:54:19.435434,8.0,6.0,19.0,7.0,9.0,10.0,18.0,5.0
2025-06-06T15:54:20.436360,7.0,4.0,17.0,6.0,11.0,9.0,17.0,6.0
2025-06-06T15:54:21.439802,7.0,6.0,18.9,8.0,10.0,9.0,16.9,6.0
2025-06-06T15:54:22.441119,8.0,4.0,18.0,7.0,10.0,10.0,18.0,6.0
2025-06-06T15:54:23.441687,9.0,6.0,18.0,8.0,11.0,9.0,17.0,6.0
2025-06-06T15:54:24.442380,7.0,4.0,18.0,6.0,10.0,9.0,18.0,5.0
2025-06-06T15:54:25.443677,7.0,6.0,19.0,8.0,10.0,10.0,17.0,6.0
2025-06-06T15:54:26.444672,8.0,4.0,18.0,7.0,10.0,9.0,16.0,6.0
2025-06-06T15:54:27.445343,8.0,6.0,18.0,7.0,11.0,9.0,18.0,6.0
2025-06-06T15:54:28.446129,7.0,5.0,19.0,7.0,9.0,10.0,17.0,5.0
2025-06-06T15:54:29.447697,9.0,4.0,17.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T15:54:30.448155,7.0,6.0,19.0,7.0,11.0,9.0,17.0,6.0
2025-06-06T15:54:31.448773,8.0,4.0,18.0,8.0,10.0,9.0,18.0,7.0
2025-06-06T15:54:32.450721,7.0,5.0,18.0,7.0,10.0,10.0,16.0,5.0
2025-06-06T15:54:33.451168,8.0,6.0,19.0,7.0,10.0,9.0,18.0,6.0
2025-06-06T15:54:34.451612,8.0,5.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T15:54:35.453846,7.0,4.0,18.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T15:54:36.454771,8.0,6.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T15:54:37.455596,8.0,4.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:54:38.456154,7.0,5.0,19.0,8.0,10.0,9.0,17.0,5.0
2025-06-06T15:54:39.457423,9.0,6.0,18.0,7.0,11.0,10.0,17.0,6.0
2025-06-06T15:54:40.459883,7.0,5.0,18.9,7.0,10.0,9.0,16.9,6.0
2025-06-06T15:54:41.463968,8.0,5.0,16.9,8.0,10.0,10.0,16.9,5.0
2025-06-06T15:54:42.465054,9.0,5.0,18.0,7.0,10.0,9.0,18.0,6.0
2025-06-06T15:54:43.468348,7.0,5.0,18.9,7.0,8.9,8.9,16.9,6.0
2025-06-06T15:54:44.472125,8.0,5.0,18.9,7.0,11.0,11.0,17.0,6.0
2025-06-06T15:54:45.472936,8.0,5.0,18.0,7.0,11.0,9.0,17.0,5.0
2025-06-06T15:54:46.473498,8.0,5.0,19.0,8.0,10.0,9.0,18.0,6.0
2025-06-06T15:54:47.473955,7.0,5.0,18.0,7.0,10.0,9.0,16.0,6.0
2025-06-06T15:54:48.474873,8.0,6.0,19.0,7.0,9.0,10.0,18.0,6.0
2025-06-06T15:54:49.475933,8.0,5.0,18.0,7.0,11.0,9.0,17.0,5.0
