timestamp,smoother_server,bt_navigator,map_server,amcl,controller_server,planner_server,behavior_server,velocity_smoother
2025-06-18T13:52:18.939953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T13:52:19.948201,5.0,5.0,5.0,6.9,6.0,6.0,5.0,5.0
2025-06-18T13:52:20.958202,8.9,9.9,7.9,8.9,13.9,8.9,9.9,7.9
2025-06-18T13:52:21.968200,8.9,9.9,7.9,8.9,9.9,9.9,8.9,6.9
2025-06-18T13:52:22.968797,8.0,7.0,7.0,17.0,10.0,9.0,6.0,6.0
2025-06-18T13:52:23.970237,5.0,7.0,4.0,9.0,9.0,6.0,5.0,3.0
2025-06-18T13:52:24.971127,6.0,6.0,3.0,7.0,9.0,6.0,4.0,2.0
2025-06-18T13:52:25.974649,8.0,7.0,4.0,8.0,10.0,11.0,8.0,3.0
2025-06-18T13:52:26.975357,8.0,27.0,8.0,8.0,12.0,12.0,12.0,7.0
2025-06-18T13:52:27.975926,8.0,11.0,5.0,9.0,11.0,10.0,10.0,6.0
2025-06-18T13:52:28.976660,8.0,10.0,5.0,8.0,12.0,10.0,10.0,5.0
2025-06-18T13:52:29.978933,8.0,12.0,5.0,8.0,10.0,10.0,9.0,6.0
2025-06-18T13:52:30.979595,7.0,10.0,6.0,7.0,12.0,11.0,10.0,5.0
2025-06-18T13:52:31.980164,8.0,11.0,5.0,8.0,10.0,10.0,10.0,5.0
2025-06-18T13:52:32.980586,8.0,9.0,7.0,11.0,12.0,10.0,10.0,6.0
2025-06-18T13:52:33.981069,7.0,11.0,4.0,7.0,10.0,9.0,10.0,6.0
2025-06-18T13:52:34.982605,8.0,10.0,6.0,8.0,12.0,11.0,9.0,5.0
2025-06-18T13:52:35.984466,8.0,11.0,5.0,9.0,10.0,10.0,10.0,5.0
2025-06-18T13:52:36.985111,7.0,10.0,5.0,9.0,11.0,10.0,10.0,6.0
2025-06-18T13:52:37.986020,8.0,10.0,6.0,8.0,11.0,10.0,10.0,6.0
2025-06-18T13:52:38.987148,8.0,11.0,5.0,9.0,11.0,10.0,10.0,5.0
2025-06-18T13:52:39.987612,8.0,11.0,5.0,8.0,11.0,10.0,9.0,5.0
2025-06-18T13:52:40.988020,8.0,11.0,6.0,8.0,10.0,10.0,10.0,5.0
2025-06-18T13:52:41.988539,7.0,10.0,5.0,9.0,11.0,10.0,11.0,6.0
2025-06-18T13:52:42.989173,8.0,10.0,6.0,8.0,11.0,10.0,9.0,5.0
2025-06-18T13:52:43.989601,8.0,11.0,5.0,9.0,12.0,11.0,9.0,6.0
2025-06-18T13:52:44.991260,8.0,10.0,6.0,8.0,10.0,10.0,10.0,5.0
2025-06-18T13:52:45.991837,7.0,10.0,4.0,8.0,10.0,10.0,10.0,5.0
2025-06-18T13:52:46.992531,7.0,10.0,5.0,7.0,11.0,10.0,10.0,6.0
2025-06-18T13:52:47.993453,9.0,11.0,6.0,9.0,11.0,11.0,10.0,6.0
2025-06-18T13:52:48.996300,7.0,14.0,5.0,7.0,12.0,9.0,8.0,4.0
2025-06-18T13:52:49.996884,6.0,18.0,5.0,6.0,17.0,10.0,9.0,6.0
2025-06-18T13:52:50.998114,7.0,19.0,6.0,9.0,18.0,9.0,9.0,6.0
