timestamp,smoother_server,bt_navigator,map_server,amcl,controller_server,planner_server,behavior_server,velocity_smoother
2025-06-18T13:27:12.718080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T13:27:13.719924,7.0,7.0,6.0,7.0,10.0,7.0,6.0,6.0
2025-06-18T13:27:14.738774,13.7,9.8,9.8,9.8,15.7,13.8,7.9,7.9
2025-06-18T13:27:15.742455,8.0,13.9,8.9,8.9,11.8,7.9,7.9,7.9
2025-06-18T13:27:16.762288,9.8,13.7,7.9,6.9,9.9,7.9,13.9,7.9
2025-06-18T13:27:17.767526,7.0,7.0,9.9,10.9,10.9,6.0,8.0,6.0
2025-06-18T13:27:18.768392,7.0,6.0,5.0,8.0,11.0,6.0,5.0,4.0
2025-06-18T13:27:19.770014,5.0,6.0,3.0,9.0,8.0,4.0,5.0,3.0
2025-06-18T13:27:20.770900,5.0,5.0,4.0,6.0,9.0,6.0,5.0,2.0
2025-06-18T13:27:21.772061,6.0,7.0,4.0,6.0,8.0,7.0,4.0,2.0
2025-06-18T13:27:22.772641,7.0,20.0,6.0,9.0,12.0,11.0,9.0,5.0
2025-06-18T13:27:23.778928,7.9,16.9,6.0,7.9,9.9,10.9,9.9,7.0
2025-06-18T13:27:24.779538,8.0,11.0,5.0,8.0,11.0,10.0,10.0,6.0
2025-06-18T13:27:25.781602,7.0,10.0,5.0,9.0,11.0,10.0,9.0,5.0
2025-06-18T13:27:26.782250,8.0,11.0,5.0,8.0,11.0,11.0,10.0,5.0
2025-06-18T13:27:27.783220,7.0,11.0,6.0,8.0,11.0,10.0,10.0,6.0
2025-06-18T13:27:28.783882,8.0,11.0,5.0,9.0,11.0,10.0,9.0,6.0
2025-06-18T13:27:29.784407,7.0,11.0,5.0,8.0,10.0,10.0,10.0,5.0
2025-06-18T13:27:30.784888,8.0,10.0,6.0,9.0,11.0,11.0,10.0,6.0
2025-06-18T13:27:31.785860,8.0,11.0,5.0,8.0,11.0,10.0,10.0,5.0
2025-06-18T13:27:32.787327,7.0,11.0,6.0,9.0,11.0,11.0,10.0,5.0
2025-06-18T13:27:33.790306,8.0,11.0,5.0,9.0,11.0,11.0,9.0,6.0
2025-06-18T13:27:34.791045,7.0,11.0,5.0,8.0,11.0,9.0,10.0,5.0
2025-06-18T13:27:35.791805,7.0,10.0,5.0,8.0,9.0,10.0,9.0,5.0
2025-06-18T13:27:36.792561,7.0,9.0,6.0,9.0,10.0,9.0,9.0,6.0
2025-06-18T13:27:37.793135,7.0,11.0,4.0,8.0,11.0,10.0,10.0,5.0
2025-06-18T13:27:38.796179,8.0,10.0,6.0,9.0,10.0,10.0,8.0,6.0
2025-06-18T13:27:39.797267,8.0,12.0,5.0,8.0,11.0,11.0,11.0,5.0
2025-06-18T13:27:40.799585,8.0,10.0,5.0,9.0,11.0,10.0,9.0,6.0
2025-06-18T13:27:41.800635,7.0,11.0,5.0,8.0,11.0,10.0,10.0,5.0
2025-06-18T13:27:42.801789,8.0,11.0,6.0,9.0,11.0,11.0,9.0,6.0
2025-06-18T13:27:43.802840,7.0,10.0,6.0,8.0,10.0,10.0,11.0,5.0
2025-06-18T13:27:44.804004,7.0,11.0,4.0,7.0,10.0,10.0,9.0,4.0
2025-06-18T13:27:45.804639,7.0,19.0,6.0,9.0,17.0,11.0,10.0,7.0
2025-06-18T13:27:46.805175,8.0,19.0,5.0,8.0,19.0,10.0,9.0,6.0
2025-06-18T13:27:47.808469,7.0,18.9,6.0,8.0,16.9,10.0,9.0,6.0
2025-06-18T13:27:48.810505,8.0,19.0,5.0,8.0,19.0,10.0,10.0,6.0
2025-06-18T13:27:49.811026,7.0,18.0,5.0,7.0,17.0,11.0,9.0,5.0
2025-06-18T13:27:50.812842,7.0,17.0,4.0,8.0,17.0,9.0,9.0,7.0
2025-06-18T13:27:51.813743,7.0,20.0,6.0,9.0,18.0,11.0,9.0,5.0
2025-06-18T13:27:52.815145,7.0,17.0,5.0,7.0,17.0,10.0,10.0,6.0
2025-06-18T13:27:53.818455,7.0,18.0,6.0,8.0,17.9,10.0,9.0,6.0
2025-06-18T13:27:54.822296,8.0,18.9,5.0,9.0,16.9,10.0,9.0,7.0
2025-06-18T13:27:55.824096,6.0,17.0,5.0,8.0,18.0,11.0,9.0,6.0
2025-06-18T13:27:56.824832,8.0,19.0,5.0,7.0,18.0,10.0,10.0,5.0
2025-06-18T13:27:57.827521,7.0,17.0,6.0,9.0,17.9,9.0,10.0,7.0
2025-06-18T13:27:58.830172,8.0,19.0,5.0,8.0,18.0,11.0,9.0,5.0
2025-06-18T13:27:59.830899,7.0,17.0,4.0,8.0,17.0,10.0,9.0,6.0
2025-06-18T13:28:00.831374,7.0,19.0,6.0,8.0,18.0,10.0,9.0,5.0
2025-06-18T13:28:01.832246,7.0,18.0,5.0,8.0,17.0,11.0,9.0,6.0
2025-06-18T13:28:02.836167,6.0,16.9,5.0,7.0,17.9,9.9,9.9,6.0
2025-06-18T13:28:03.840004,8.0,17.9,6.0,8.0,18.0,11.0,9.0,7.0
2025-06-18T13:28:04.840537,7.0,19.0,5.0,8.0,16.0,10.0,9.0,5.0
2025-06-18T13:28:05.841467,8.0,17.0,5.0,8.0,17.9,9.0,10.0,6.0
2025-06-18T13:28:06.845550,7.0,18.9,5.0,8.0,19.0,10.0,9.0,7.0
2025-06-18T13:28:07.846061,7.0,17.0,6.0,8.0,17.0,11.0,10.0,5.0
2025-06-18T13:28:08.846613,7.0,18.0,4.0,8.0,17.0,10.0,8.0,5.0
