timestamp,smoother_server,bt_navigator,map_server,amcl,controller_server,planner_server,behavior_server,velocity_smoother
2025-06-18T14:04:25.625028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T14:04:26.625975,8.0,5.0,5.0,6.0,7.0,6.0,7.9,5.0
2025-06-18T14:04:27.635903,7.9,6.9,9.9,8.9,10.9,11.9,10.0,7.0
2025-06-18T14:04:28.636675,10.0,10.0,8.0,9.0,13.0,7.0,8.0,7.0
2025-06-18T14:04:29.645645,6.9,6.9,5.9,7.9,9.9,8.9,7.9,5.0
2025-06-18T14:04:30.647348,6.0,6.0,4.0,7.0,8.0,5.0,4.0,3.0
2025-06-18T14:04:31.647850,5.0,6.0,4.0,7.0,9.0,6.0,5.0,2.0
2025-06-18T14:04:32.648358,6.0,6.0,4.0,6.0,9.0,9.0,7.0,4.0
2025-06-18T14:04:33.649399,9.0,30.0,7.0,10.0,13.0,12.0,10.0,7.0
2025-06-18T14:04:34.651514,7.0,10.0,6.0,8.0,10.0,9.0,9.0,6.0
2025-06-18T14:04:35.652248,7.0,11.0,5.0,7.0,10.0,10.0,8.0,4.0
2025-06-18T14:04:36.652997,8.0,10.0,6.0,9.0,11.0,10.0,8.0,7.0
2025-06-18T14:04:37.654594,7.0,12.0,4.0,8.0,11.0,8.0,9.0,5.0
2025-06-18T14:04:38.656494,8.0,10.0,6.0,9.0,9.0,10.0,10.0,6.0
2025-06-18T14:04:39.658541,7.0,11.0,6.0,8.0,12.0,10.0,9.0,5.0
2025-06-18T14:04:40.661349,8.0,11.0,4.0,8.0,11.0,10.0,11.0,6.0
2025-06-18T14:04:41.662885,7.0,10.0,5.0,8.0,10.0,11.0,10.0,5.0
2025-06-18T14:04:42.664377,8.0,10.0,7.0,9.0,11.0,10.0,9.0,5.0
2025-06-18T14:04:43.664982,8.0,11.0,4.0,8.0,11.0,10.0,10.0,6.0
2025-06-18T14:04:44.666090,7.0,10.0,6.0,9.0,11.0,10.0,10.0,6.0
2025-06-18T14:04:45.668434,8.0,10.0,5.0,9.0,11.0,10.0,10.0,5.0
2025-06-18T14:04:46.669722,7.0,12.0,6.0,8.0,10.0,10.0,10.0,5.0
