timestamp,smoother_server,bt_navigator,map_server,amcl,controller_server,planner_server,behavior_server,velocity_smoother
2025-06-18T12:58:39.025023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:58:40.025883,7.0,8.0,6.0,7.0,11.0,5.0,6.0,4.0
2025-06-18T12:58:41.030537,8.9,8.9,8.9,9.9,9.9,8.9,7.9,8.9
2025-06-18T12:58:42.035004,10.0,9.0,9.0,12.0,11.0,8.0,10.0,5.0
2025-06-18T12:58:43.036959,6.0,8.0,5.0,8.0,12.0,5.0,5.0,6.0
2025-06-18T12:58:44.037716,6.0,5.0,5.0,6.0,7.0,8.0,5.0,3.0
2025-06-18T12:58:45.038134,6.0,6.0,2.0,7.0,9.0,6.0,5.0,3.0
2025-06-18T12:58:46.038600,6.0,6.0,5.0,6.0,9.0,9.0,6.0,3.0
2025-06-18T12:58:47.040904,9.0,27.9,7.0,9.0,12.0,12.0,10.0,7.0
2025-06-18T12:58:48.042498,7.0,12.0,5.0,9.0,11.0,10.0,9.0,6.0
2025-06-18T12:58:49.044027,7.0,9.0,5.0,6.0,8.0,8.0,9.0,5.0
2025-06-18T12:58:50.044679,7.0,10.0,6.0,8.0,11.0,9.0,9.0,5.0
2025-06-18T12:58:51.047680,7.0,9.0,4.0,7.0,9.0,9.0,9.0,5.0
2025-06-18T12:58:52.049144,7.0,10.0,5.0,8.0,12.0,10.0,9.0,6.0
2025-06-18T12:58:53.050093,8.0,11.0,6.0,8.0,9.0,10.0,10.0,6.0
2025-06-18T12:58:54.051184,8.0,10.0,5.0,8.0,11.0,10.0,9.0,5.0
2025-06-18T12:58:55.052085,6.0,11.0,6.0,9.0,11.0,10.0,9.0,5.0
2025-06-18T12:58:56.054340,9.0,11.0,5.0,8.0,11.0,11.0,10.0,6.0
2025-06-18T12:58:57.055639,7.0,10.0,6.0,7.0,11.0,9.0,10.0,5.0
2025-06-18T12:58:58.056488,8.0,11.0,5.0,9.0,11.0,12.0,9.0,6.0
2025-06-18T12:58:59.057137,7.0,10.0,5.0,9.0,11.0,9.0,10.0,5.0
2025-06-18T12:59:00.058225,8.0,11.0,5.0,8.0,10.0,10.0,10.0,6.0
2025-06-18T12:59:01.058876,8.0,11.0,5.0,9.0,12.0,10.0,9.0,5.0
2025-06-18T12:59:02.061356,7.0,10.0,6.0,8.0,11.0,10.0,10.0,5.0
2025-06-18T12:59:03.061894,8.0,11.0,6.0,9.0,10.0,11.0,10.0,6.0
2025-06-18T12:59:04.063405,8.0,10.0,5.0,9.0,11.0,10.0,9.0,5.0
2025-06-18T12:59:05.064969,8.0,11.0,5.0,8.0,11.0,11.0,10.0,6.0
2025-06-18T12:59:06.065592,7.0,11.0,5.0,8.0,11.0,9.0,9.0,5.0
2025-06-18T12:59:07.066094,8.0,10.0,5.0,8.0,10.0,10.0,10.0,5.0
2025-06-18T12:59:08.067438,8.0,11.0,6.0,8.0,12.0,10.0,10.0,6.0
2025-06-18T12:59:09.067986,7.0,10.0,5.0,9.0,10.0,11.0,10.0,5.0
2025-06-18T12:59:10.069828,7.0,12.0,5.0,8.0,12.0,10.0,9.0,6.0
2025-06-18T12:59:11.071689,8.0,21.0,6.0,7.0,18.0,11.0,10.0,7.0
2025-06-18T12:59:12.072099,8.0,19.0,6.0,9.0,18.0,9.0,9.0,5.0
2025-06-18T12:59:13.072556,7.0,18.0,5.0,8.0,17.0,10.0,9.0,6.0
2025-06-18T12:59:14.073239,8.0,18.0,5.0,7.0,18.0,10.0,10.0,7.0
2025-06-18T12:59:15.073979,6.0,19.0,5.0,8.0,18.0,10.0,9.0,5.0
2025-06-18T12:59:16.075507,8.0,18.0,5.0,7.0,17.0,10.0,9.0,6.0
2025-06-18T12:59:17.076140,7.0,17.0,6.0,9.0,18.0,10.0,9.0,6.0
