realtime,timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
2025-06-18T12:07:53.561831,20.46,0.125,0.0,0.0,0.0,0.0,0.16
2025-06-18T12:07:53.655393,20.481,0.25,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:53.704621,20.493,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:53.747064,20.502,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:53.747471,20.517,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:53.792120,20.532,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:53.839411,20.556,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:53.900930,20.571,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:53.949391,20.592,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:53.989271,20.61,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:54.028559,20.628,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:54.124296,20.652,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:54.148767,20.673000000000002,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:54.180133,20.691,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:54.281279,20.712,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:54.300632,20.73,0.26,0.0,0.0,0.0,0.0,0.2999999999999997
2025-06-18T12:07:54.361236,20.754,0.26,0.0,0.0,0.0,0.0,0.1399999999999997
2025-06-18T12:07:54.378353,20.772,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.469094,20.79,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.509411,20.817,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.528470,20.838,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.590127,20.856,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.669912,20.883,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.699014,20.898,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.760982,20.922,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.810382,20.946,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.871928,20.97,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.910061,20.991,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:54.949080,21.015,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.014566,21.036,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.051867,21.057,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.090607,21.087,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.161989,21.105,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.199908,21.126,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.230740,21.153,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.300456,21.171,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.341668,21.195,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.421919,21.219,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.473345,21.237,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.499046,21.252,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.560215,21.282,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.599639,21.294,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.652534,21.318,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.679371,21.342,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.748947,21.36,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.790742,21.384,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.860668,21.411,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.888461,21.435,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.939795,21.453,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:55.978624,21.474,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.048685,21.498,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.090181,21.516,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.173367,21.537,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.199834,21.555,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.241622,21.582,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.323375,21.603,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.361749,21.621,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.402599,21.648,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.439330,21.666,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.510756,21.69,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.550250,21.708,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.593053,21.729,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.672651,21.75,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.721805,21.765,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.770334,21.78,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.810088,21.801,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.839210,21.819,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.890872,21.843,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:56.961978,21.864,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.002403,21.882,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.040291,21.906,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.111486,21.927,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.140118,21.948,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.190173,21.972,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.259341,21.993,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.289440,22.014,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.360890,22.041,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.389715,22.065,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.438764,22.08,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.480833,22.104,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.528404,22.131,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.599083,22.149,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.641885,22.176,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.719886,22.194,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.748815,22.218,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:57.822016,22.242,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:57.844860,22.266,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:57.930696,22.29,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:57.951702,22.308,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.000137,22.338,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.079398,22.359,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.101405,22.374,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.149703,22.401,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.223868,22.425,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.248949,22.443,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:58.289418,22.47,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:58.359073,22.494,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:58.390697,22.515,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:58.430582,22.539,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:58.510471,22.563,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:58.528465,22.578,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.622280,22.605,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:58.651992,22.626,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:58.690893,22.644,0.26,0.0,0.0,0.0,0.0,0.0999999999999997
2025-06-18T12:07:58.759624,22.671,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.790118,22.689,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.863512,22.716,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.889427,22.743,0.26,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:58.981779,22.761,0.26,0.0,0.0,0.0,0.0,0.0
