timestamp,smoother_server,bt_navigator,map_server,amcl,controller_server,planner_server,behavior_server,velocity_smoother
2025-06-18T12:07:22.504917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:07:23.508742,6.0,5.0,5.0,7.0,8.0,6.0,8.0,5.0
2025-06-18T12:07:24.514360,8.9,8.0,9.0,9.9,9.9,9.0,9.0,6.0
2025-06-18T12:07:25.528413,8.9,11.8,6.9,8.8,11.8,10.8,10.8,7.9
2025-06-18T12:07:26.533007,8.0,7.0,8.0,11.0,14.0,7.0,6.0,5.0
2025-06-18T12:07:27.534083,6.0,6.0,4.0,8.0,9.0,6.0,5.0,3.0
2025-06-18T12:07:28.535909,5.0,6.0,4.0,6.0,9.0,5.0,5.0,3.0
2025-06-18T12:07:29.538875,6.0,6.0,3.0,6.0,9.0,9.0,5.0,2.0
2025-06-18T12:07:30.539575,8.0,27.0,7.0,7.0,11.0,11.0,10.0,7.0
2025-06-18T12:07:31.540284,8.0,11.0,5.0,8.0,10.0,10.0,8.0,6.0
2025-06-18T12:07:32.540745,8.0,10.0,6.0,9.0,11.0,10.0,10.0,6.0
2025-06-18T12:07:33.541285,7.0,11.0,5.0,7.0,10.0,11.0,10.0,5.0
2025-06-18T12:07:34.542882,7.0,10.0,5.0,8.0,10.0,8.0,9.0,4.0
2025-06-18T12:07:35.543450,7.0,10.0,6.0,7.0,11.0,10.0,9.0,6.0
2025-06-18T12:07:36.547226,8.0,10.0,5.0,8.0,10.0,11.0,10.0,6.0
2025-06-18T12:07:37.547889,7.0,11.0,5.0,8.0,10.0,10.0,9.0,5.0
2025-06-18T12:07:38.548310,8.0,10.0,6.0,8.0,11.0,10.0,10.0,5.0
2025-06-18T12:07:39.548867,8.0,12.0,5.0,8.0,12.0,10.0,10.0,5.0
2025-06-18T12:07:40.549324,7.0,9.0,5.0,8.0,10.0,10.0,9.0,6.0
2025-06-18T12:07:41.549916,8.0,11.0,6.0,8.0,10.0,11.0,10.0,5.0
2025-06-18T12:07:42.550664,7.0,11.0,5.0,9.0,11.0,9.0,11.0,5.0
2025-06-18T12:07:43.551920,8.0,10.0,5.0,9.0,12.0,11.0,9.0,5.0
2025-06-18T12:07:44.552945,8.0,12.0,6.0,8.0,10.0,11.0,10.0,6.0
2025-06-18T12:07:45.554773,8.0,10.0,5.0,10.0,11.0,10.0,10.0,6.0
2025-06-18T12:07:46.557132,7.0,10.0,5.0,8.0,11.0,10.0,9.0,5.0
2025-06-18T12:07:47.557874,8.0,11.0,6.0,8.0,11.0,10.0,10.0,6.0
2025-06-18T12:07:48.560449,8.0,11.0,5.0,8.0,11.0,10.0,10.0,5.0
2025-06-18T12:07:49.561057,7.0,11.0,5.0,9.0,10.0,11.0,10.0,5.0
2025-06-18T12:07:50.562131,7.0,10.0,5.0,8.0,11.0,9.0,9.0,6.0
2025-06-18T12:07:51.562787,8.0,10.0,6.0,8.0,11.0,11.0,11.0,5.0
2025-06-18T12:07:52.563772,7.0,11.0,5.0,8.0,11.0,11.0,9.0,5.0
2025-06-18T12:07:53.564333,8.0,12.0,6.0,8.0,12.0,10.0,10.0,6.0
2025-06-18T12:07:54.565896,8.0,20.0,5.0,8.0,18.0,11.0,9.0,6.0
2025-06-18T12:07:55.566746,7.0,19.0,6.0,7.0,17.0,10.0,9.0,5.0
2025-06-18T12:07:56.567607,7.0,19.0,4.0,8.0,18.0,9.0,10.0,6.0
2025-06-18T12:07:57.568199,7.0,18.0,6.0,8.0,17.0,10.0,9.0,7.0
2025-06-18T12:07:58.569080,7.0,18.0,5.0,8.0,18.0,10.0,10.0,5.0
2025-06-18T12:07:59.569937,8.0,18.0,5.0,7.0,17.0,10.0,9.0,6.0
2025-06-18T12:08:00.572495,7.0,18.0,5.0,7.0,18.0,11.0,9.0,6.0
2025-06-18T12:08:01.573006,7.0,18.0,6.0,8.0,17.0,10.0,9.0,5.0
2025-06-18T12:08:02.573817,8.0,17.0,5.0,8.0,18.0,10.0,9.0,7.0
2025-06-18T12:08:03.574569,7.0,19.0,5.0,7.0,17.0,10.0,10.0,6.0
2025-06-18T12:08:04.575063,7.0,17.0,5.0,8.0,18.0,9.0,9.0,5.0
2025-06-18T12:08:05.575841,7.0,18.0,5.0,9.0,17.0,11.0,10.0,5.0
2025-06-18T12:08:06.577583,7.0,18.0,6.0,7.0,17.0,10.0,9.0,7.0
2025-06-18T12:08:07.578040,7.0,17.0,5.0,8.0,17.0,10.0,9.0,6.0
2025-06-18T12:08:08.579869,8.0,18.0,6.0,8.0,18.0,11.0,9.0,5.0
2025-06-18T12:08:09.582819,7.0,17.9,4.0,7.0,17.9,10.0,9.0,5.0
2025-06-18T12:08:10.584040,7.0,17.0,5.0,9.0,17.0,9.0,10.0,7.0
2025-06-18T12:08:11.584521,8.0,19.0,6.0,7.0,17.0,10.0,9.0,6.0
2025-06-18T12:08:12.585182,7.0,18.0,5.0,8.0,18.0,10.0,10.0,5.0
2025-06-18T12:08:13.586135,7.0,17.0,5.0,9.0,17.0,11.0,9.0,6.0
2025-06-18T12:08:14.587965,7.0,18.0,5.0,6.0,18.0,10.0,10.0,6.0
2025-06-18T12:08:15.589702,7.0,17.0,6.0,9.0,18.0,10.0,8.0,6.0
2025-06-18T12:08:16.590539,7.0,18.0,5.0,8.0,17.0,10.0,10.0,5.0
2025-06-18T12:08:17.592541,8.0,19.0,5.0,9.0,18.0,10.0,9.0,6.0
2025-06-18T12:08:18.593182,7.0,18.0,5.0,7.0,17.0,10.0,9.0,6.0
2025-06-18T12:08:19.593775,7.0,17.0,5.0,7.0,17.0,10.0,9.0,5.0
2025-06-18T12:08:20.594767,8.0,18.0,6.0,9.0,18.0,11.0,11.0,6.0
2025-06-18T12:08:21.596584,7.0,17.0,5.0,8.0,18.0,10.0,8.0,7.0
2025-06-18T12:08:22.597370,7.0,18.0,4.0,9.0,17.0,10.0,9.0,5.0
2025-06-18T12:08:23.598203,7.0,18.0,5.0,6.0,17.0,10.0,10.0,6.0
2025-06-18T12:08:24.601340,8.0,16.9,6.0,8.0,16.9,10.0,9.0,6.0
2025-06-18T12:08:25.602578,7.0,17.0,5.0,9.0,19.0,10.0,9.0,5.0
2025-06-18T12:08:26.604361,7.0,18.0,6.0,8.0,17.0,10.0,9.0,6.0
2025-06-18T12:08:27.605288,7.0,18.0,5.0,8.0,17.0,11.0,10.0,6.0
2025-06-18T12:08:28.605900,8.0,17.0,5.0,7.0,18.0,10.0,10.0,5.0
