timestamp,smoother_server,bt_navigator,map_server,amcl,controller_server,planner_server,behavior_server,velocity_smoother
2025-06-18T12:38:35.573501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T12:38:36.575808,7.0,6.0,6.0,9.9,9.0,8.0,6.0,5.0
2025-06-18T12:38:37.579174,8.0,12.0,9.0,10.0,14.0,8.0,11.0,8.0
2025-06-18T12:38:38.580268,10.0,10.0,8.0,9.0,13.0,10.0,8.0,6.0
2025-06-18T12:38:39.580745,7.0,7.0,5.0,8.0,9.0,6.0,7.0,4.0
2025-06-18T12:38:40.582431,6.0,7.0,5.0,8.0,9.0,8.0,7.0,4.0
2025-06-18T12:38:41.583411,6.0,6.0,3.0,7.0,9.0,9.0,5.0,3.0
2025-06-18T12:38:42.585865,8.0,25.9,7.0,8.0,11.0,11.0,10.0,7.0
2025-06-18T12:38:43.587598,7.0,11.0,5.0,8.0,11.0,10.0,9.0,5.0
2025-06-18T12:38:44.590396,8.0,10.0,5.0,8.0,10.0,10.0,9.0,5.0
2025-06-18T12:38:45.590894,7.0,10.0,6.0,7.0,10.0,10.0,9.0,5.0
2025-06-18T12:38:46.591649,8.0,10.0,4.0,9.0,12.0,10.0,11.0,5.0
2025-06-18T12:38:47.593364,7.0,11.0,6.0,7.0,10.0,11.0,9.0,5.0
2025-06-18T12:38:48.593974,7.0,10.0,5.0,9.0,10.0,9.0,9.0,5.0
2025-06-18T12:38:49.596398,7.0,9.0,5.0,7.0,9.0,10.0,9.0,5.0
2025-06-18T12:38:50.596935,6.0,9.0,5.0,7.0,10.0,8.0,9.0,6.0
2025-06-18T12:38:51.597414,8.0,10.0,4.0,8.0,10.0,10.0,9.0,4.0
2025-06-18T12:38:52.599472,7.0,10.0,6.0,8.0,11.0,10.0,9.0,6.0
2025-06-18T12:38:53.600073,8.0,10.0,4.0,8.0,10.0,10.0,10.0,4.0
2025-06-18T12:38:54.601122,7.0,11.0,6.0,8.0,11.0,11.0,10.0,6.0
2025-06-18T12:38:55.604292,8.0,10.0,5.0,9.0,11.0,10.0,9.0,4.0
2025-06-18T12:38:56.605295,7.0,10.0,5.0,9.0,10.0,10.0,10.0,5.0
2025-06-18T12:38:57.605784,7.0,10.0,5.0,8.0,11.0,10.0,10.0,6.0
2025-06-18T12:38:58.606550,9.0,11.0,5.0,8.0,11.0,10.0,9.0,4.0
2025-06-18T12:38:59.607170,7.0,10.0,6.0,9.0,11.0,11.0,10.0,6.0
2025-06-18T12:39:00.608188,7.0,11.0,4.0,7.0,10.0,10.0,10.0,5.0
2025-06-18T12:39:01.610168,8.0,10.0,5.0,8.0,11.0,10.0,9.0,5.0
2025-06-18T12:39:02.610698,7.0,10.0,5.0,8.0,11.0,10.0,9.0,5.0
2025-06-18T12:39:03.611169,7.0,10.0,6.0,8.0,10.0,11.0,11.0,5.0
2025-06-18T12:39:04.612855,8.0,17.0,5.0,8.0,16.0,11.0,9.0,6.0
2025-06-18T12:39:05.613559,8.0,18.0,6.0,7.0,16.0,9.0,9.0,5.0
2025-06-18T12:39:06.614292,7.0,19.0,4.0,8.0,18.0,11.0,9.0,6.0
2025-06-18T12:39:07.615145,7.0,20.0,5.0,7.0,18.0,10.0,10.0,6.0
2025-06-18T12:39:08.616293,8.0,17.0,6.0,8.0,17.0,10.0,9.0,4.0
2025-06-18T12:39:09.617540,6.0,18.0,5.0,7.0,17.0,11.0,9.0,6.0
2025-06-18T12:39:10.619835,8.0,17.0,4.0,9.0,17.0,10.0,10.0,6.0
2025-06-18T12:39:11.620723,7.0,18.0,5.0,7.0,17.0,9.0,9.0,6.0
2025-06-18T12:39:12.621725,7.0,17.0,6.0,8.0,18.0,10.0,9.0,5.0
2025-06-18T12:39:13.622251,7.0,18.0,4.0,7.0,17.0,11.0,9.0,5.0
2025-06-18T12:39:14.622740,7.0,17.0,6.0,8.0,17.0,9.0,9.0,6.0
2025-06-18T12:39:15.623667,7.0,18.0,4.0,8.0,18.0,11.0,10.0,5.0
2025-06-18T12:39:16.627684,7.0,17.9,6.0,7.0,16.9,9.0,8.0,6.0
2025-06-18T12:39:17.628781,7.0,17.0,4.0,8.0,18.0,11.0,10.0,5.0
2025-06-18T12:39:18.630463,7.0,18.0,5.0,8.0,17.0,10.0,8.0,5.0
2025-06-18T12:39:19.631056,7.0,17.0,5.0,7.0,18.0,9.0,9.0,6.0
2025-06-18T12:39:20.633332,7.0,18.0,5.0,7.0,18.0,10.0,9.0,5.0
2025-06-18T12:39:21.634638,7.0,17.0,4.0,8.0,16.0,9.0,9.0,6.0
2025-06-18T12:39:22.635672,7.0,18.0,6.0,6.0,18.0,10.0,9.0,5.0
2025-06-18T12:39:23.636254,7.0,17.0,4.0,8.0,17.0,10.0,9.0,6.0
2025-06-18T12:39:24.637034,7.0,18.0,6.0,8.0,17.0,10.0,9.0,5.0
2025-06-18T12:39:25.637740,7.0,17.0,4.0,8.0,18.0,10.0,9.0,6.0
2025-06-18T12:39:26.638445,8.0,17.0,5.0,8.0,18.0,10.0,9.0,6.0
2025-06-18T12:39:27.641869,6.0,17.9,5.0,8.0,15.9,10.0,9.0,5.0
2025-06-18T12:39:28.643058,7.0,17.0,5.0,7.0,18.0,11.0,9.0,6.0
2025-06-18T12:39:29.643716,7.0,18.0,5.0,8.0,17.0,10.0,9.0,5.0
2025-06-18T12:39:30.644596,7.0,17.0,5.0,8.0,18.0,10.0,10.0,5.0
2025-06-18T12:39:31.645183,8.0,18.0,5.0,9.0,17.0,9.0,9.0,6.0
2025-06-18T12:39:32.646771,6.0,17.0,5.0,8.0,18.0,10.0,9.0,5.0
2025-06-18T12:39:33.650130,8.0,16.9,5.0,7.0,15.9,11.0,9.0,6.0
