timestamp,amcl,map_server,controller_server,smoother_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-06T15:22:14.646431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06T15:22:15.653231,6.0,7.0,6.0,5.0,6.0,9.9,7.0,6.0
2025-06-06T15:22:16.657164,9.0,9.0,7.0,8.0,11.0,7.0,8.0,7.0
2025-06-06T15:22:17.661809,10.0,8.0,12.9,8.0,9.0,10.9,8.0,9.0
2025-06-06T15:22:18.664160,10.0,9.0,15.0,8.0,11.0,10.0,7.0,8.0
2025-06-06T15:22:19.665239,7.0,6.0,7.0,8.0,9.0,8.0,8.0,5.0
2025-06-06T15:22:20.669597,9.0,6.0,8.0,6.0,7.0,9.0,8.0,5.0
2025-06-06T15:22:21.671130,16.0,7.0,8.0,6.0,9.0,6.0,6.0,5.0
2025-06-06T15:22:22.671820,11.0,2.0,9.0,5.0,5.0,5.0,6.0,3.0
2025-06-06T15:22:23.672554,7.0,4.0,9.0,6.0,7.0,5.0,6.0,2.0
2025-06-06T15:22:24.673011,7.0,4.0,9.0,5.0,6.0,4.0,7.0,3.0
2025-06-06T15:22:25.673455,8.0,5.0,10.0,8.0,11.0,8.0,19.0,5.0
2025-06-06T15:22:26.674034,8.0,7.0,13.0,8.0,11.0,10.0,17.0,7.0
2025-06-06T15:22:27.675717,8.0,5.0,10.0,7.0,10.0,9.0,11.0,5.0
2025-06-06T15:22:28.677216,8.0,6.0,10.0,7.0,9.0,7.0,10.0,5.0
2025-06-06T15:22:29.677662,8.0,5.0,10.0,6.0,9.0,9.0,10.0,5.0
2025-06-06T15:22:30.678294,7.0,5.0,11.0,7.0,9.0,8.0,10.0,6.0
2025-06-06T15:22:31.678974,8.0,6.0,11.0,8.0,9.0,8.0,10.0,6.0
2025-06-06T15:22:32.680427,9.0,5.0,10.0,7.0,10.0,9.0,11.0,5.0
2025-06-06T15:22:33.682908,8.0,6.0,11.0,7.0,10.0,10.0,11.0,5.0
2025-06-06T15:22:34.683738,8.0,5.0,12.0,8.0,11.0,10.0,11.0,6.0
2025-06-06T15:22:35.685527,8.0,5.0,11.0,7.0,10.0,10.0,9.0,5.0
2025-06-06T15:22:36.685993,9.0,7.0,11.0,8.0,11.0,10.0,11.0,5.0
2025-06-06T15:22:37.686766,9.0,4.0,11.0,8.0,10.0,10.0,10.0,5.0
2025-06-06T15:22:38.688981,8.0,6.0,11.0,7.0,10.0,10.0,11.0,6.0
