timestamp,amcl,map_server,controller_server,smoother_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-06T15:12:42.561865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06T15:12:43.575346,5.9,5.9,9.9,5.9,4.9,3.9,6.9,4.9
2025-06-06T15:12:44.576156,12.0,9.0,12.0,10.0,12.0,9.0,8.0,8.0
2025-06-06T15:12:45.577578,8.0,8.0,9.0,9.0,13.0,9.0,7.0,7.0
2025-06-06T15:12:46.581752,7.0,9.0,10.0,8.0,10.0,8.0,7.0,5.0
2025-06-06T15:12:47.583332,8.0,6.0,9.0,9.0,11.0,6.0,7.0,7.0
2025-06-06T15:12:48.593986,7.9,5.9,9.9,5.9,5.9,7.9,7.0,4.0
2025-06-06T15:12:49.595186,6.0,4.0,8.0,6.0,5.0,4.0,6.0,4.0
2025-06-06T15:12:50.597130,8.0,2.0,8.0,5.0,7.0,5.0,6.0,1.0
2025-06-06T15:12:51.602960,6.0,4.0,9.9,6.0,8.0,5.0,6.0,3.0
2025-06-06T15:12:52.610035,9.9,7.9,11.9,7.9,11.9,10.9,26.8,7.9
2025-06-06T15:12:53.614197,8.0,5.0,11.0,7.0,10.0,8.0,10.9,5.0
2025-06-06T15:12:54.616492,8.0,6.0,12.0,8.0,9.0,9.0,10.0,6.0
2025-06-06T15:12:55.617029,7.0,4.0,10.0,6.0,9.0,8.0,11.0,6.0
2025-06-06T15:12:56.617492,8.0,5.0,9.0,8.0,9.0,8.0,10.0,5.0
2025-06-06T15:12:57.618918,9.0,6.0,11.0,7.0,10.0,9.0,10.0,5.0
2025-06-06T15:12:58.619374,9.0,6.0,11.0,7.0,9.0,8.0,10.0,6.0
2025-06-06T15:12:59.620800,7.0,5.0,10.0,7.0,10.0,8.0,10.0,5.0
2025-06-06T15:13:00.622047,8.0,5.0,11.0,7.0,9.0,9.0,11.0,5.0
2025-06-06T15:13:01.624588,9.0,6.0,11.0,8.0,10.0,9.0,11.0,6.0
2025-06-06T15:13:02.626187,9.0,4.0,11.0,8.0,9.0,8.0,10.0,5.0
