timestamp,amcl,map_server,controller_server,smoother_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-06T15:41:24.214768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06T15:41:25.215829,6.0,5.0,6.0,4.0,9.0,5.0,8.0,4.0
2025-06-06T15:41:26.225042,10.9,9.9,5.9,7.9,10.9,10.9,11.9,7.9
2025-06-06T15:41:27.231299,11.9,8.0,13.9,8.9,9.9,9.9,8.0,8.0
2025-06-06T15:41:28.235519,16.9,6.0,10.0,7.0,11.9,7.0,6.0,6.0
2025-06-06T15:41:29.236393,26.0,5.0,7.0,5.0,4.0,6.0,7.0,5.0
2025-06-06T15:41:30.237246,22.0,4.0,9.0,5.0,6.0,4.0,7.0,2.0
2025-06-06T15:41:31.237757,7.0,4.0,8.0,6.0,5.0,4.0,6.0,3.0
2025-06-06T15:41:32.238512,6.0,3.0,10.0,4.0,6.0,5.0,6.0,2.0
2025-06-06T15:41:33.239877,7.0,5.0,10.0,8.0,10.0,7.0,12.0,4.0
2025-06-06T15:41:34.244526,9.0,6.0,11.9,8.0,11.9,10.9,23.9,8.0
2025-06-06T15:41:35.245042,9.0,6.0,11.0,8.0,9.0,8.0,10.0,5.0
2025-06-06T15:41:36.246934,8.0,5.0,11.0,7.0,9.0,8.0,11.0,5.0
2025-06-06T15:41:37.247832,7.0,5.0,10.0,6.0,10.0,8.0,11.0,4.0
2025-06-06T15:41:38.248254,9.0,5.0,12.0,7.0,9.0,8.0,10.0,6.0
2025-06-06T15:41:39.249318,10.0,6.0,10.0,8.0,9.0,8.0,11.0,5.0
2025-06-06T15:41:40.250965,8.0,5.0,12.0,7.0,10.0,10.0,10.0,5.0
2025-06-06T15:41:41.252200,8.0,5.0,11.0,7.0,10.0,9.0,11.0,6.0
2025-06-06T15:41:42.252913,8.0,5.0,11.0,8.0,11.0,10.0,10.0,5.0
2025-06-06T15:41:43.254376,9.0,6.0,12.0,8.0,10.0,9.0,11.0,5.0
2025-06-06T15:41:44.256523,9.0,4.0,11.0,7.0,10.0,10.0,11.0,6.0
2025-06-06T15:41:45.257044,8.0,6.0,11.0,8.0,10.0,10.0,10.0,5.0
2025-06-06T15:41:46.257981,9.0,5.0,11.0,7.0,10.0,9.0,10.0,5.0
2025-06-06T15:41:47.258541,8.0,5.0,11.0,8.0,10.0,10.0,11.0,5.0
2025-06-06T15:41:48.261551,9.0,5.0,10.0,7.0,9.0,9.0,10.0,5.0
2025-06-06T15:41:49.262520,8.0,5.0,11.0,7.0,10.0,9.0,9.0,5.0
2025-06-06T15:41:50.263136,7.0,5.0,11.0,7.0,9.0,10.0,10.0,5.0
2025-06-06T15:41:51.263676,8.0,5.0,10.0,8.0,10.0,9.0,10.0,5.0
2025-06-06T15:41:52.264360,9.0,5.0,12.0,7.0,10.0,9.0,11.0,5.0
2025-06-06T15:41:53.264960,7.0,6.0,11.0,8.0,10.0,9.0,10.0,5.0
2025-06-06T15:41:54.266866,9.0,4.0,11.0,6.0,10.0,10.0,10.0,5.0
2025-06-06T15:41:55.267339,7.0,6.0,16.0,8.0,11.0,9.0,16.0,7.0
2025-06-06T15:41:56.267762,8.0,5.0,19.0,7.0,10.0,9.0,19.0,5.0
2025-06-06T15:41:57.268806,8.0,5.0,18.0,8.0,11.0,10.0,16.0,6.0
2025-06-06T15:41:58.270466,7.0,5.0,18.0,7.0,9.0,9.0,17.0,6.0
2025-06-06T15:41:59.271232,9.0,5.0,18.0,8.0,10.0,10.0,17.0,5.0
2025-06-06T15:42:00.271973,8.0,6.0,19.0,7.0,10.0,8.0,18.0,5.0
2025-06-06T15:42:01.272489,8.0,4.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T15:42:02.275758,7.0,5.0,17.9,7.0,11.0,9.0,15.9,6.0
2025-06-06T15:42:03.276354,7.0,5.0,18.0,8.0,10.0,9.0,17.0,6.0
2025-06-06T15:42:04.277409,8.0,6.0,19.0,7.0,9.0,9.0,18.0,5.0
2025-06-06T15:42:05.278094,8.0,5.0,17.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T15:42:06.279116,9.0,4.0,19.0,7.0,11.0,10.0,16.0,6.0
2025-06-06T15:42:07.279760,7.0,5.0,18.0,7.0,10.0,9.0,18.0,6.0
2025-06-06T15:42:08.280406,8.0,5.0,18.0,8.0,10.0,10.0,18.0,6.0
2025-06-06T15:42:09.281524,8.0,5.0,19.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T15:42:10.282176,7.0,6.0,18.0,7.0,10.0,8.0,16.0,6.0
2025-06-06T15:42:11.284146,9.0,5.0,18.0,8.0,10.0,9.0,17.0,6.0
2025-06-06T15:42:12.285488,7.0,4.0,18.0,7.0,9.0,9.0,17.0,5.0
2025-06-06T15:42:13.285985,9.0,6.0,18.0,8.0,10.0,10.0,17.0,6.0
2025-06-06T15:42:14.286993,7.0,5.0,19.0,7.0,11.0,9.0,17.0,6.0
2025-06-06T15:42:15.287856,9.0,5.0,19.0,8.0,10.0,9.0,18.0,6.0
2025-06-06T15:42:16.289082,8.0,5.0,18.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T15:42:17.289662,7.0,5.0,19.0,7.0,10.0,9.0,16.0,6.0
2025-06-06T15:42:18.290465,9.0,5.0,18.0,7.0,10.0,9.0,18.0,5.0
2025-06-06T15:42:19.291277,8.0,5.0,18.0,7.0,11.0,10.0,17.0,6.0
2025-06-06T15:42:20.292205,8.0,5.0,18.0,8.0,9.0,9.0,17.0,5.0
2025-06-06T15:42:21.292790,8.0,5.0,19.0,6.0,9.0,9.0,17.0,6.0
2025-06-06T15:42:22.293882,8.0,5.0,17.0,7.0,11.0,9.0,17.0,5.0
2025-06-06T15:42:23.296915,7.0,5.0,19.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:42:24.299146,9.0,6.0,19.0,8.0,10.0,10.0,17.0,6.0
2025-06-06T15:42:25.300522,7.0,4.0,18.0,7.0,10.0,9.0,18.0,6.0
2025-06-06T15:42:26.301043,8.0,5.0,18.0,8.0,10.0,9.0,16.0,5.0
2025-06-06T15:42:27.302197,9.0,5.0,19.0,7.0,11.0,9.0,18.0,6.0
2025-06-06T15:42:28.302658,7.0,5.0,18.0,7.0,9.0,9.0,17.0,5.0
2025-06-06T15:42:29.304014,9.0,6.0,17.9,7.0,11.0,10.0,16.0,6.0
2025-06-06T15:42:30.306171,8.0,4.0,18.0,7.0,10.0,9.0,18.0,6.0
2025-06-06T15:42:31.307513,8.0,6.0,19.9,8.0,10.0,10.0,16.9,6.0
2025-06-06T15:42:32.311341,9.0,5.0,18.0,8.0,11.0,9.0,16.0,6.0
2025-06-06T15:42:33.313571,7.0,5.0,18.0,7.0,10.0,8.0,17.0,6.0
2025-06-06T15:42:34.314136,9.0,5.0,17.9,7.0,9.0,9.0,17.9,5.0
2025-06-06T15:42:35.318055,7.0,5.0,19.0,7.0,11.0,10.0,16.0,5.0
2025-06-06T15:42:36.319308,9.0,6.0,18.0,7.0,11.0,9.0,18.0,6.0
2025-06-06T15:42:37.319960,8.0,5.0,18.0,7.0,9.0,9.0,17.0,6.0
2025-06-06T15:42:38.320766,8.0,5.0,19.0,8.0,11.0,10.0,17.0,5.0
2025-06-06T15:42:39.321600,8.0,4.0,19.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:42:40.322471,7.0,5.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:42:41.324044,9.0,5.0,18.0,7.0,10.0,10.0,17.0,5.0
2025-06-06T15:42:42.325973,7.0,5.0,18.0,8.0,10.0,9.0,17.0,6.0
2025-06-06T15:42:43.327742,8.0,6.0,19.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:42:44.330220,9.0,5.0,18.0,8.0,10.0,10.0,16.0,5.0
2025-06-06T15:42:45.330768,8.0,5.0,18.0,7.0,10.0,9.0,17.0,7.0
2025-06-06T15:42:46.332982,7.0,5.0,18.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T15:42:47.334095,8.0,4.0,19.0,8.0,10.0,9.0,16.0,6.0
2025-06-06T15:42:48.335341,9.0,6.0,18.0,7.0,10.0,9.0,18.0,5.0
2025-06-06T15:42:49.335804,6.0,4.0,17.0,6.0,10.0,8.0,16.0,5.0
2025-06-06T15:42:50.336554,8.0,5.0,18.0,7.0,8.0,9.0,17.0,5.0
2025-06-06T15:42:51.337729,8.0,6.0,19.0,7.0,11.0,10.0,16.0,6.0
2025-06-06T15:42:52.338641,7.0,4.0,17.0,7.0,9.0,8.0,17.0,6.0
2025-06-06T15:42:53.340004,9.0,5.0,18.9,7.0,10.0,9.0,16.0,6.0
2025-06-06T15:42:54.342333,7.0,5.0,18.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T15:42:55.343069,9.0,6.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T15:42:56.343998,7.0,5.0,18.0,8.0,11.0,10.0,17.0,6.0
