timestamp,amcl,map_server,controller_server,smoother_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-06T16:03:11.344312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06T16:03:12.347856,7.0,6.0,9.0,5.0,6.0,9.0,6.0,6.0
2025-06-06T16:03:13.360900,8.9,9.9,9.9,10.9,10.9,5.9,9.9,7.9
2025-06-06T16:03:14.366772,8.9,7.0,13.9,8.0,8.9,8.0,6.0,6.0
2025-06-06T16:03:15.382101,10.8,4.9,10.8,7.9,9.8,8.9,9.8,3.9
2025-06-06T16:03:16.389443,7.9,5.0,8.9,6.0,6.0,5.0,6.0,4.0
2025-06-06T16:03:17.390785,6.0,3.0,9.0,6.0,7.0,5.0,7.0,2.0
2025-06-06T16:03:18.391729,9.0,5.0,12.0,7.0,12.0,10.0,23.0,6.0
2025-06-06T16:03:19.392467,8.0,6.0,12.0,8.0,11.0,8.0,14.0,6.0
2025-06-06T16:03:20.393042,8.0,5.0,10.0,7.0,10.0,10.0,11.0,6.0
2025-06-06T16:03:21.393475,8.0,5.0,11.0,7.0,8.0,8.0,10.0,6.0
2025-06-06T16:03:22.395183,9.0,5.0,11.0,8.0,10.0,9.0,11.0,5.0
2025-06-06T16:03:23.396041,7.0,6.0,10.0,7.0,9.0,8.0,11.0,6.0
2025-06-06T16:03:24.397057,8.0,5.0,12.0,7.0,10.0,9.0,11.0,5.0
2025-06-06T16:03:25.400144,9.0,5.0,11.0,7.0,9.0,8.0,11.0,5.0
2025-06-06T16:03:26.401354,8.0,5.0,10.0,7.0,10.0,8.0,10.0,6.0
2025-06-06T16:03:27.402379,8.0,6.0,11.0,7.0,9.0,9.0,10.0,6.0
2025-06-06T16:03:28.403015,9.0,5.0,12.0,7.0,10.0,8.0,11.0,4.0
2025-06-06T16:03:29.403881,8.0,5.0,10.0,8.0,9.0,9.0,12.0,6.0
2025-06-06T16:03:30.404674,9.0,5.0,12.0,7.0,11.0,10.0,10.0,5.0
2025-06-06T16:03:31.406276,8.0,5.0,10.0,8.0,10.0,10.0,11.0,6.0
2025-06-06T16:03:32.406869,10.0,5.0,12.0,8.0,10.0,10.0,11.0,5.0
2025-06-06T16:03:33.408542,8.0,5.0,12.0,7.0,10.0,10.0,10.0,6.0
2025-06-06T16:03:34.409033,9.0,6.0,11.0,8.0,10.0,10.0,12.0,5.0
2025-06-06T16:03:35.409505,7.0,4.0,10.0,8.0,12.0,10.0,10.0,5.0
2025-06-06T16:03:36.409975,9.0,6.0,12.0,7.0,10.0,10.0,11.0,5.0
2025-06-06T16:03:37.410933,7.0,5.0,12.0,9.0,10.0,11.0,10.0,6.0
2025-06-06T16:03:38.412369,9.0,6.0,10.0,7.0,10.0,9.0,12.0,6.0
2025-06-06T16:03:39.412842,8.0,4.0,12.0,8.0,10.0,11.0,10.0,5.0
2025-06-06T16:03:40.413355,8.0,6.0,16.0,7.0,11.0,9.0,15.0,5.0
2025-06-06T16:03:41.415284,9.0,4.0,19.0,7.0,10.0,10.0,17.0,7.0
2025-06-06T16:03:42.415746,7.0,6.0,18.0,7.0,11.0,10.0,18.0,6.0
2025-06-06T16:03:43.416571,7.0,5.0,18.0,8.0,9.0,9.0,17.0,6.0
2025-06-06T16:03:44.417964,8.0,5.0,19.0,7.0,11.0,9.0,17.0,6.0
2025-06-06T16:03:45.419072,7.0,5.0,18.0,7.0,9.0,9.0,18.0,4.0
2025-06-06T16:03:46.426444,7.9,5.0,17.9,6.9,8.9,8.9,16.9,6.0
2025-06-06T16:03:47.431231,7.0,5.0,17.9,7.0,10.0,9.0,16.9,7.0
2025-06-06T16:03:48.432447,8.0,5.0,18.0,6.0,10.0,9.0,18.0,5.0
2025-06-06T16:03:49.433840,8.0,5.0,18.0,8.0,10.0,9.0,18.0,6.0
2025-06-06T16:03:50.435799,8.0,5.0,18.0,7.0,11.0,10.0,17.0,5.0
2025-06-06T16:03:51.436234,8.0,5.0,19.0,7.0,9.0,9.0,18.0,7.0
2025-06-06T16:03:52.436985,7.0,5.0,18.0,8.0,11.0,10.0,17.0,5.0
2025-06-06T16:03:53.439592,8.0,5.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T16:03:54.440229,8.0,5.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T16:03:55.441730,8.0,5.0,19.0,7.0,11.0,10.0,18.0,5.0
2025-06-06T16:03:56.442251,9.0,5.0,18.0,7.0,10.0,10.0,18.0,6.0
2025-06-06T16:03:57.443698,7.0,4.0,18.0,8.0,9.0,9.0,16.0,6.0
2025-06-06T16:03:58.446173,8.0,6.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T16:03:59.447819,8.0,5.0,19.0,7.0,10.0,10.0,18.0,5.0
2025-06-06T16:04:00.449233,7.0,5.0,18.0,7.0,10.0,9.0,18.0,6.0
2025-06-06T16:04:01.450079,9.0,5.0,18.0,8.0,11.0,10.0,17.0,6.0
2025-06-06T16:04:02.451587,7.0,5.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T16:04:03.452732,8.0,5.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:04.453219,8.0,5.0,18.0,8.0,10.0,10.0,18.0,6.0
2025-06-06T16:04:05.453714,9.0,5.0,19.0,7.0,10.0,9.0,16.0,6.0
2025-06-06T16:04:06.455149,8.0,5.0,18.0,7.0,10.0,9.0,18.0,5.0
2025-06-06T16:04:07.455587,8.0,6.0,19.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:08.456135,8.0,5.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T16:04:09.457184,8.0,5.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:10.458641,8.0,4.0,18.0,7.0,10.0,9.0,18.0,5.0
2025-06-06T16:04:11.461731,9.0,6.0,17.9,8.0,10.0,9.0,16.9,6.0
2025-06-06T16:04:12.464764,7.0,4.0,18.9,7.0,11.0,10.0,15.9,6.0
2025-06-06T16:04:13.466372,10.0,5.0,19.0,8.0,10.0,10.0,18.0,6.0
2025-06-06T16:04:14.467420,7.0,6.0,18.0,7.0,10.0,8.0,17.0,6.0
2025-06-06T16:04:15.468103,8.0,5.0,18.0,7.0,10.0,10.0,18.0,5.0
2025-06-06T16:04:16.470445,8.0,5.0,18.0,7.0,10.0,10.0,16.0,6.0
2025-06-06T16:04:17.470970,8.0,5.0,18.0,8.0,10.0,10.0,18.0,6.0
2025-06-06T16:04:18.471541,9.0,5.0,19.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T16:04:19.472313,7.0,5.0,18.0,7.0,11.0,9.0,17.0,6.0
2025-06-06T16:04:20.473251,9.0,5.0,18.0,7.0,10.0,10.0,17.0,5.0
2025-06-06T16:04:21.474395,7.0,5.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:22.478408,8.0,5.0,18.9,8.0,11.0,10.0,17.9,7.0
2025-06-06T16:04:23.480709,9.0,5.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:24.481236,7.0,6.0,18.0,8.0,10.0,8.0,17.0,5.0
2025-06-06T16:04:25.481683,10.0,4.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:26.482466,7.0,5.0,19.0,7.0,11.0,10.0,17.0,5.0
2025-06-06T16:04:27.483801,9.0,6.0,17.0,7.0,9.0,9.0,17.0,7.0
2025-06-06T16:04:28.486224,7.0,5.0,19.0,7.0,10.0,10.0,18.0,5.0
2025-06-06T16:04:29.488105,8.0,5.0,18.0,8.0,10.0,9.0,16.0,6.0
2025-06-06T16:04:30.489889,9.0,5.0,19.0,7.0,11.0,9.0,17.0,5.0
2025-06-06T16:04:31.491881,8.0,5.0,18.0,7.0,9.0,9.0,17.0,6.0
2025-06-06T16:04:32.492511,8.0,5.0,19.0,8.0,10.0,11.0,17.0,6.0
2025-06-06T16:04:33.493017,8.0,5.0,17.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T16:04:34.494054,7.0,5.0,19.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T16:04:35.494646,9.0,4.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:36.495439,7.0,6.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T16:04:37.496745,9.0,5.0,19.0,8.0,11.0,10.0,17.0,6.0
2025-06-06T16:04:38.498249,7.0,5.0,19.0,8.0,10.0,9.0,17.0,6.0
2025-06-06T16:04:39.499555,9.0,5.0,17.0,6.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:40.500852,8.0,5.0,19.0,8.0,10.0,9.0,17.0,6.0
2025-06-06T16:04:41.501673,7.0,5.0,19.0,7.0,11.0,10.0,17.0,5.0
2025-06-06T16:04:42.504481,8.0,5.0,18.0,7.0,9.0,9.0,16.0,5.0
2025-06-06T16:04:43.504927,8.0,5.0,17.0,7.0,11.0,9.0,18.0,6.0
2025-06-06T16:04:44.505577,9.0,5.0,19.0,8.0,10.0,11.0,17.0,6.0
2025-06-06T16:04:45.507234,8.0,6.0,18.0,7.0,10.0,9.0,17.0,6.0
2025-06-06T16:04:46.508332,9.0,5.0,19.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:47.511513,7.0,5.0,16.9,8.0,11.0,9.0,16.9,6.0
2025-06-06T16:04:48.513995,7.0,4.0,19.0,7.0,10.0,9.0,17.0,5.0
2025-06-06T16:04:49.515578,10.0,5.0,18.0,7.0,10.0,10.0,17.0,6.0
2025-06-06T16:04:50.519238,7.0,5.0,17.9,8.0,10.0,9.0,16.9,6.0
2025-06-06T16:04:51.520079,8.0,6.0,19.0,7.0,11.0,10.0,17.0,5.0
2025-06-06T16:04:52.520807,8.0,5.0,18.0,7.0,10.0,10.0,17.0,6.0
