timestamp,amcl,map_server,controller_server,smoother_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-06T16:31:50.140177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06T16:31:51.145135,6.0,5.0,9.0,6.0,8.0,7.0,5.9,5.9
2025-06-06T16:31:52.159201,9.9,7.9,11.8,9.9,7.9,7.9,9.9,6.0
2025-06-06T16:31:53.166756,7.9,7.9,10.9,7.9,6.9,7.9,6.9,6.9
2025-06-06T16:31:54.171152,9.0,5.0,9.0,6.0,7.0,5.0,7.0,3.0
2025-06-06T16:31:55.172960,7.0,4.0,9.0,6.0,6.0,5.0,6.0,4.0
2025-06-06T16:31:56.173524,6.0,3.0,9.0,6.0,5.0,4.0,6.0,1.0
2025-06-06T16:31:57.174398,8.0,4.0,10.0,5.0,9.0,6.0,6.0,3.0
2025-06-06T16:31:58.175015,9.0,7.0,12.0,8.0,11.9,8.9,25.8,7.9
2025-06-06T16:31:59.189945,6.9,5.9,10.8,7.9,9.9,8.9,11.9,5.0
2025-06-06T16:32:00.190652,9.0,5.0,11.0,7.0,9.0,8.0,10.0,5.0
2025-06-06T16:32:01.191100,8.0,6.0,12.0,7.0,9.0,9.0,12.0,6.0
2025-06-06T16:32:02.191627,8.0,5.0,11.0,8.0,10.0,8.0,9.0,4.0
2025-06-06T16:32:03.194429,8.0,5.0,11.0,7.0,10.0,9.0,11.0,6.0
2025-06-06T16:32:04.195435,9.0,6.0,12.0,8.0,10.0,9.0,11.0,6.0
2025-06-06T16:32:05.197299,8.0,5.0,11.0,7.0,10.0,9.0,11.0,5.0
2025-06-06T16:32:06.197791,8.0,5.0,11.0,7.0,9.0,7.0,10.0,6.0
2025-06-06T16:32:07.198227,9.0,6.0,11.0,8.0,10.0,9.0,12.0,5.0
2025-06-06T16:32:08.199607,9.0,5.0,11.0,6.0,10.0,9.0,11.0,5.0
2025-06-06T16:32:09.200851,8.0,6.0,11.0,8.0,10.0,8.0,10.0,5.0
2025-06-06T16:32:10.202212,9.0,6.0,12.0,7.0,9.0,9.0,11.0,7.0
2025-06-06T16:32:11.202937,8.0,4.0,11.0,7.0,11.0,9.0,10.0,4.0
2025-06-06T16:32:12.203382,9.0,6.0,11.0,8.0,10.0,11.0,11.0,5.0
2025-06-06T16:32:13.204034,9.0,6.0,12.0,8.0,10.0,10.0,11.0,6.0
2025-06-06T16:32:14.205719,8.0,5.0,12.0,8.0,11.0,10.0,11.0,6.0
