timestamp,smoother_server,map_server,amcl,controller_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-18T01:04:31.176350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T01:04:32.184366,6.9,4.9,7.9,8.9,6.9,3.9,6.9,3.9
2025-06-18T01:04:33.208557,9.8,8.8,9.8,9.7,9.7,11.6,8.7,11.6
2025-06-18T01:04:34.225844,8.8,9.8,9.9,13.0,10.0,9.0,10.0,6.0
2025-06-18T01:04:35.226388,9.0,6.0,8.0,12.0,11.0,6.0,9.0,6.0
2025-06-18T01:04:36.227031,7.0,5.0,10.0,9.0,7.0,6.0,8.0,5.0
2025-06-18T01:04:37.229308,6.0,4.0,7.0,9.0,5.0,5.0,6.0,2.0
2025-06-18T01:04:38.230784,5.0,3.0,6.0,9.0,9.0,6.0,6.0,2.0
2025-06-18T01:04:39.231486,8.0,7.0,8.0,11.0,10.0,10.0,28.0,7.0
2025-06-18T01:04:40.233135,8.0,7.0,8.0,10.0,10.0,8.0,10.0,6.0
2025-06-18T01:04:41.235618,7.0,5.0,8.0,11.0,8.0,9.0,11.0,4.0
2025-06-18T01:04:42.236110,8.0,5.0,9.0,11.0,11.0,9.0,11.0,7.0
2025-06-18T01:04:43.236756,8.0,5.0,7.0,10.0,10.0,10.0,9.0,5.0
2025-06-18T01:04:44.237254,7.0,5.0,8.0,10.0,9.0,9.0,10.0,4.0
2025-06-18T01:04:45.237813,7.0,6.0,8.0,11.0,10.0,10.0,11.0,6.0
2025-06-18T01:04:46.239022,7.0,4.0,9.0,11.0,10.0,9.0,10.0,5.0
2025-06-18T01:04:47.239521,8.0,6.0,7.0,9.0,10.0,9.0,11.0,5.0
2025-06-18T01:04:48.240145,8.0,5.0,8.0,11.0,9.0,10.0,10.0,5.0
2025-06-18T01:04:49.242087,6.0,5.0,8.0,10.0,10.0,10.0,11.0,6.0
2025-06-18T01:04:50.244077,8.0,5.0,9.0,11.0,10.0,9.0,10.0,5.0
2025-06-18T01:04:51.245398,8.0,6.0,9.0,11.0,10.0,10.0,11.0,5.0
2025-06-18T01:04:52.246202,8.0,5.0,8.0,10.0,10.0,9.0,10.0,6.0
2025-06-18T01:04:53.247378,7.0,5.0,8.0,10.0,10.0,10.0,10.0,4.0
2025-06-18T01:04:54.247866,8.0,6.0,9.0,11.0,10.0,10.0,10.0,6.0
2025-06-18T01:04:55.249628,7.0,5.0,8.0,10.0,9.0,9.0,11.0,4.0
2025-06-18T01:04:56.250205,8.0,5.0,9.0,11.0,10.0,10.0,10.0,6.0
2025-06-18T01:04:57.250685,7.0,5.0,8.0,11.0,11.0,9.0,11.0,6.0
2025-06-18T01:04:58.251193,8.0,6.0,8.0,10.0,9.0,10.0,11.0,4.0
2025-06-18T01:04:59.251612,7.0,5.0,8.0,11.0,10.0,9.0,10.0,5.0
2025-06-18T01:05:00.252028,8.0,5.0,8.0,10.0,10.0,10.0,11.0,5.0
2025-06-18T01:05:01.252509,7.0,5.0,7.0,11.0,10.0,9.0,10.0,6.0
2025-06-18T01:05:02.253754,7.0,6.0,8.0,11.0,10.0,10.0,20.0,6.0
2025-06-18T01:05:03.254348,7.0,5.0,8.0,12.0,10.0,9.0,18.0,6.0
2025-06-18T01:05:04.254986,7.0,5.0,7.0,10.0,9.0,9.0,18.0,5.0
2025-06-18T01:05:05.255576,8.0,6.0,8.0,12.0,10.0,9.0,18.0,5.0
2025-06-18T01:05:06.256218,7.0,5.0,8.0,10.0,10.0,9.0,17.0,6.0
2025-06-18T01:05:07.256720,7.0,5.0,9.0,12.0,10.0,10.0,18.0,6.0
2025-06-18T01:05:08.257294,7.0,5.0,6.0,11.0,10.0,9.0,18.0,5.0
2025-06-18T01:05:09.257956,7.0,6.0,8.0,10.0,10.0,10.0,18.0,6.0
2025-06-18T01:05:10.258534,8.0,5.0,8.0,11.0,9.0,9.0,18.0,5.0
2025-06-18T01:05:11.260036,7.0,5.0,8.0,11.0,11.0,8.0,17.0,6.0
2025-06-18T01:05:12.261052,7.0,5.0,8.0,12.0,9.0,10.0,18.0,6.0
2025-06-18T01:05:13.261624,8.0,5.0,7.0,11.0,11.0,10.0,18.0,6.0
2025-06-18T01:05:14.263818,6.0,6.0,9.0,11.0,9.0,9.0,17.0,5.0
2025-06-18T01:05:15.264589,8.0,5.0,7.0,10.0,10.0,9.0,18.9,6.0
2025-06-18T01:05:16.267498,7.0,5.0,8.0,12.0,10.0,9.0,17.0,5.0
2025-06-18T01:05:17.267914,7.0,5.0,8.0,10.0,11.0,9.0,18.0,6.0
2025-06-18T01:05:18.268371,8.0,6.0,9.0,12.0,9.0,10.0,17.0,6.0
2025-06-18T01:05:19.269059,7.0,4.0,7.0,10.0,10.0,9.0,18.0,5.0
2025-06-18T01:05:20.269504,7.0,5.0,8.0,11.0,10.0,9.0,18.0,5.0
2025-06-18T01:05:21.270093,8.0,6.0,8.0,12.0,10.0,10.0,18.0,7.0
2025-06-18T01:05:22.270664,7.0,5.0,8.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:05:23.272178,7.0,5.0,8.0,11.0,10.0,9.0,18.0,6.0
2025-06-18T01:05:24.272723,8.0,5.0,8.0,12.0,10.0,9.0,18.0,5.0
2025-06-18T01:05:25.273856,6.0,6.0,8.0,10.0,11.0,11.0,18.0,7.0
2025-06-18T01:05:26.274512,8.0,5.0,9.0,12.0,10.0,8.0,17.0,4.0
2025-06-18T01:05:27.275194,7.0,6.0,7.0,10.0,10.0,10.0,18.0,7.0
2025-06-18T01:05:28.276269,8.0,5.0,8.0,11.0,9.0,9.0,18.0,5.0
2025-06-18T01:05:29.277280,7.0,5.0,8.0,12.0,11.0,9.0,17.0,6.0
2025-06-18T01:05:30.277833,7.0,5.0,8.0,11.0,9.0,10.0,18.0,5.0
2025-06-18T01:05:31.279081,8.0,5.0,8.0,11.0,10.0,9.0,18.0,6.0
2025-06-18T01:05:32.279673,7.0,5.0,9.0,11.0,10.0,9.0,18.0,6.0
2025-06-18T01:05:33.280755,7.0,5.0,8.0,11.0,11.0,9.0,17.0,6.0
2025-06-18T01:05:34.283949,7.0,5.0,7.0,11.0,9.0,9.0,17.9,5.0
2025-06-18T01:05:35.286994,8.0,5.0,8.0,11.0,10.0,10.0,17.0,6.0
2025-06-18T01:05:36.288154,7.0,6.0,9.0,11.0,9.0,10.0,18.0,6.0
2025-06-18T01:05:37.289919,6.0,5.0,7.0,11.0,10.0,8.0,17.0,5.0
2025-06-18T01:05:38.293435,8.0,5.0,9.0,11.0,10.0,9.0,18.0,6.0
2025-06-18T01:05:39.294104,7.0,5.0,8.0,10.0,10.0,10.0,17.0,5.0
2025-06-18T01:05:40.294731,7.0,5.0,8.0,12.0,10.0,9.0,18.0,6.0
2025-06-18T01:05:41.295645,8.0,6.0,7.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:05:42.296200,7.0,5.0,9.0,11.0,9.0,11.0,17.0,6.0
2025-06-18T01:05:43.297322,8.0,6.0,8.0,11.0,10.0,9.0,18.0,5.0
2025-06-18T01:05:44.298095,6.0,4.0,8.0,11.0,11.0,9.0,18.0,5.0
2025-06-18T01:05:45.298596,8.0,6.0,8.0,11.0,9.0,9.0,18.0,6.0
2025-06-18T01:05:46.299603,7.0,5.0,7.0,11.0,11.0,9.0,17.0,6.0
2025-06-18T01:05:47.300721,7.0,5.0,8.0,11.0,9.0,10.0,17.0,5.0
2025-06-18T01:05:48.301634,7.0,6.0,8.0,11.0,10.0,9.0,18.0,6.0
2025-06-18T01:05:49.302875,7.0,4.0,8.0,11.0,11.0,9.0,17.0,6.0
2025-06-18T01:05:50.305741,8.0,6.0,8.0,11.0,9.0,10.0,18.0,6.0
2025-06-18T01:05:51.306316,7.0,5.0,8.0,11.0,10.0,9.0,18.0,5.0
2025-06-18T01:05:52.306819,8.0,6.0,8.0,12.0,10.0,10.0,17.0,5.0
2025-06-18T01:05:53.307469,7.0,4.0,8.0,10.0,11.0,9.0,17.0,6.0
2025-06-18T01:05:54.308753,7.0,6.0,8.0,12.0,9.0,9.0,18.0,6.0
2025-06-18T01:05:55.310379,7.0,5.0,8.0,10.0,11.0,9.0,17.0,6.0
2025-06-18T01:05:56.310846,7.0,4.0,7.0,11.0,9.0,9.0,16.9,5.0
2025-06-18T01:05:57.316369,8.0,6.0,9.0,11.0,10.0,9.0,18.0,6.0
2025-06-18T01:05:58.317253,7.0,5.0,8.0,11.0,10.0,10.0,17.0,5.0
2025-06-18T01:05:59.318536,8.0,6.0,7.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:06:00.320706,6.0,5.0,9.0,11.0,9.0,10.0,18.0,6.0
2025-06-18T01:06:01.321538,7.0,5.0,7.0,11.0,10.0,7.0,17.0,6.0
2025-06-18T01:06:02.322160,7.0,5.0,7.0,10.0,10.0,10.0,17.0,5.0
2025-06-18T01:06:03.323068,8.0,5.0,9.0,11.0,9.0,9.0,18.0,6.0
2025-06-18T01:06:04.323884,7.0,5.0,8.0,12.0,11.0,9.0,18.0,5.0
2025-06-18T01:06:05.324462,7.0,6.0,8.0,11.0,9.0,10.0,17.0,6.0
2025-06-18T01:06:06.325113,7.0,5.0,8.0,10.0,10.0,9.0,17.0,6.0
2025-06-18T01:06:07.325785,7.0,5.0,8.0,12.0,10.0,10.0,17.0,6.0
2025-06-18T01:06:08.326489,8.0,5.0,7.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:06:09.327604,8.0,5.0,9.0,10.0,10.0,9.0,18.0,6.0
2025-06-18T01:06:10.328688,6.0,5.0,8.0,12.0,10.0,10.0,17.0,5.0
2025-06-18T01:06:11.329335,8.0,6.0,8.0,10.0,10.0,9.0,17.0,6.0
2025-06-18T01:06:12.329775,8.0,5.0,8.0,12.0,9.0,9.0,17.0,6.0
2025-06-18T01:06:13.330782,6.0,5.0,8.0,11.0,10.0,10.0,18.0,5.0
2025-06-18T01:06:14.331348,8.0,4.0,8.0,11.0,10.0,8.0,16.0,6.0
2025-06-18T01:06:15.331798,7.0,6.0,8.0,11.0,9.0,10.0,18.0,6.0
2025-06-18T01:06:16.332297,7.0,6.0,9.0,11.0,10.0,10.0,18.0,4.0
2025-06-18T01:06:17.333070,8.0,5.0,7.0,12.0,10.0,9.0,16.0,6.0
2025-06-18T01:06:18.333643,7.0,5.0,8.0,10.0,11.0,9.0,18.0,6.0
2025-06-18T01:06:19.334316,7.0,5.0,9.0,11.0,9.0,9.0,17.0,6.0
2025-06-18T01:06:20.335102,7.0,5.0,9.0,11.0,10.0,10.0,17.0,5.0
2025-06-18T01:06:21.335612,8.0,5.0,7.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:06:22.337240,6.0,5.0,8.0,12.0,10.0,9.0,18.0,6.0
2025-06-18T01:06:23.337712,8.0,6.0,9.0,10.0,10.0,10.0,17.0,5.0
2025-06-18T01:06:24.338483,7.0,5.0,9.0,12.0,10.0,10.0,17.0,6.0
2025-06-18T01:06:25.340702,7.0,6.0,7.0,11.0,11.0,9.0,17.0,6.0
2025-06-18T01:06:26.342228,8.0,4.0,8.0,11.0,9.0,9.0,17.0,5.0
2025-06-18T01:06:27.342798,6.0,5.0,8.0,11.0,11.0,9.0,18.0,6.0
2025-06-18T01:06:28.343400,8.0,6.0,8.0,11.0,9.0,10.0,18.0,5.0
2025-06-18T01:06:29.345992,8.0,5.0,8.0,12.0,10.0,10.0,17.0,6.0
2025-06-18T01:06:30.347009,7.0,5.0,8.0,10.0,10.0,9.0,18.0,6.0
2025-06-18T01:06:31.347836,7.0,5.0,8.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:06:32.349447,7.0,5.0,8.0,11.0,11.0,9.0,17.0,6.0
2025-06-18T01:06:33.350232,7.0,6.0,8.0,12.0,9.0,10.0,18.0,6.0
2025-06-18T01:06:34.350688,8.0,5.0,7.0,10.0,11.0,10.0,17.0,5.0
2025-06-18T01:06:35.351142,7.0,5.0,9.0,11.0,9.0,8.0,17.0,6.0
2025-06-18T01:06:36.352066,8.0,5.0,8.0,11.0,11.0,10.0,17.0,6.0
2025-06-18T01:06:37.352549,6.0,5.0,6.0,11.0,8.0,8.0,17.0,5.0
2025-06-18T01:06:38.354280,6.0,5.0,8.0,11.0,10.0,10.0,18.0,6.0
2025-06-18T01:06:39.355541,8.0,5.0,8.0,10.0,9.0,8.0,18.0,6.0
2025-06-18T01:06:40.356102,7.0,6.0,8.0,12.0,11.0,10.0,17.0,5.0
2025-06-18T01:06:41.358790,8.0,5.0,7.0,11.0,10.0,10.0,17.9,6.0
2025-06-18T01:06:42.360665,7.0,5.0,10.0,12.0,10.0,9.0,18.0,6.0
2025-06-18T01:06:43.361717,8.0,6.0,8.0,11.0,9.0,10.0,18.0,6.0
2025-06-18T01:06:44.364662,7.0,5.0,8.0,12.0,11.0,10.0,17.9,5.0
2025-06-18T01:06:45.366116,8.0,6.0,9.0,11.0,11.0,9.0,17.0,7.0
2025-06-18T01:06:46.366980,7.0,5.0,8.0,12.0,10.0,10.0,18.0,6.0
2025-06-18T01:06:47.369697,8.0,5.0,7.0,10.0,10.0,9.0,17.9,5.0
