timestamp,smoother_server,map_server,amcl,controller_server,planner_server,behavior_server,bt_navigator,velocity_smoother
2025-06-18T01:24:40.740113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T01:24:41.741338,6.0,5.0,6.0,8.0,5.0,6.0,5.0,5.0
2025-06-18T01:24:42.745485,10.0,9.0,11.9,12.0,11.0,10.0,11.0,8.0
2025-06-18T01:24:43.747182,7.0,6.0,9.0,13.0,7.0,7.0,7.0,5.0
2025-06-18T01:24:44.748273,6.0,5.0,7.0,10.0,10.0,5.0,6.0,4.0
2025-06-18T01:24:45.750310,6.0,4.0,8.0,9.0,5.0,5.0,6.0,3.0
2025-06-18T01:24:46.751024,5.0,2.0,7.0,8.0,5.0,4.0,6.0,2.0
2025-06-18T01:24:47.751459,5.0,4.0,6.0,9.0,7.0,4.0,6.0,1.0
2025-06-18T01:24:48.752078,9.0,5.0,9.0,11.0,12.0,9.0,21.0,7.0
2025-06-18T01:24:49.752622,7.0,5.0,7.0,11.0,10.0,10.0,15.0,6.0
2025-06-18T01:24:50.753735,7.0,5.0,8.0,11.0,9.0,9.0,11.0,5.0
2025-06-18T01:24:51.754223,8.0,6.0,8.0,10.0,10.0,10.0,10.0,6.0
2025-06-18T01:24:52.756027,8.0,5.0,8.0,10.0,10.0,9.0,10.0,4.0
2025-06-18T01:24:53.756588,7.0,5.0,8.0,11.0,10.0,9.0,11.0,6.0
2025-06-18T01:24:54.757118,8.0,5.0,8.0,11.0,11.0,11.0,10.0,6.0
2025-06-18T01:24:55.757832,7.0,6.0,9.0,10.0,10.0,9.0,10.0,5.0
2025-06-18T01:24:56.758421,7.0,4.0,8.0,11.0,9.0,10.0,10.0,5.0
2025-06-18T01:24:57.758863,8.0,5.0,7.0,11.0,11.0,10.0,11.0,6.0
2025-06-18T01:24:58.759419,7.0,6.0,8.0,11.0,10.0,9.0,10.0,4.0
2025-06-18T01:24:59.759935,8.0,4.0,9.0,10.0,10.0,9.0,11.0,6.0
2025-06-18T01:25:00.760435,7.0,5.0,8.0,11.0,10.0,11.0,10.0,6.0
2025-06-18T01:25:01.761420,8.0,6.0,9.0,11.0,10.0,10.0,10.0,5.0
2025-06-18T01:25:02.762179,7.0,4.0,8.0,10.0,10.0,10.0,11.0,5.0
2025-06-18T01:25:03.762697,8.0,6.0,9.0,12.0,10.0,9.0,10.0,6.0
2025-06-18T01:25:04.763296,7.0,5.0,8.0,10.0,11.0,10.0,11.0,5.0
2025-06-18T01:25:05.764110,8.0,5.0,8.0,11.0,10.0,9.0,10.0,6.0
2025-06-18T01:25:06.764749,7.0,5.0,8.0,11.0,10.0,10.0,10.0,5.0
2025-06-18T01:25:07.766223,8.0,6.0,8.0,11.0,10.0,10.0,11.0,5.0
2025-06-18T01:25:08.767241,7.0,4.0,8.0,10.0,10.0,10.0,10.0,6.0
2025-06-18T01:25:09.767799,8.0,5.0,8.0,11.0,10.0,9.0,11.0,5.0
2025-06-18T01:25:10.768400,7.0,6.0,8.0,11.0,11.0,10.0,15.0,6.0
2025-06-18T01:25:11.769247,8.0,4.0,8.0,11.0,10.0,9.0,18.0,5.0
2025-06-18T01:25:12.770046,7.0,5.0,8.0,12.0,10.0,10.0,19.0,6.0
2025-06-18T01:25:13.771394,7.0,5.0,8.0,11.0,10.0,10.0,17.0,7.0
2025-06-18T01:25:14.772266,7.0,6.0,7.0,12.0,10.0,8.0,19.0,5.0
2025-06-18T01:25:15.774648,7.0,5.0,8.0,11.0,11.0,10.0,17.0,6.0
2025-06-18T01:25:16.775277,8.0,4.0,8.0,11.0,10.0,9.0,18.0,5.0
2025-06-18T01:25:17.775707,7.0,6.0,7.0,11.0,9.0,10.0,18.0,6.0
2025-06-18T01:25:18.776345,7.0,5.0,9.0,11.0,11.0,9.0,17.0,6.0
2025-06-18T01:25:19.776968,7.0,4.0,7.0,11.0,10.0,9.0,19.0,5.0
2025-06-18T01:25:20.777982,7.0,6.0,8.0,11.0,10.0,9.0,17.0,7.0
2025-06-18T01:25:21.778625,8.0,4.0,8.0,11.0,10.0,10.0,18.0,5.0
2025-06-18T01:25:22.780045,7.0,5.0,7.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:25:23.780979,7.0,5.0,9.0,12.0,10.0,9.0,18.0,6.0
2025-06-18T01:25:24.781510,7.0,5.0,7.0,10.0,11.0,9.0,17.0,6.0
2025-06-18T01:25:25.784267,7.0,5.0,8.0,12.0,9.0,9.0,16.9,5.0
2025-06-18T01:25:26.785438,7.0,5.0,7.0,10.0,10.0,10.0,17.0,6.0
2025-06-18T01:25:27.785999,8.0,6.0,9.0,11.0,10.0,10.0,18.0,6.0
2025-06-18T01:25:28.788125,7.0,4.0,8.0,12.0,11.0,9.0,17.0,6.0
2025-06-18T01:25:29.789884,7.0,5.0,7.0,11.0,10.0,9.0,18.0,5.0
2025-06-18T01:25:30.790366,7.0,6.0,9.0,11.0,10.0,9.0,18.0,7.0
2025-06-18T01:25:31.791029,8.0,5.0,8.0,12.0,10.0,10.0,17.0,5.0
2025-06-18T01:25:32.791553,7.0,4.0,8.0,10.0,10.0,9.0,17.0,6.0
2025-06-18T01:25:33.792318,8.0,6.0,8.0,12.0,11.0,10.0,19.0,6.0
2025-06-18T01:25:34.793197,6.0,5.0,7.0,11.0,9.0,9.0,17.0,6.0
2025-06-18T01:25:35.793868,8.0,5.0,9.0,11.0,11.0,9.0,16.9,5.0
2025-06-18T01:25:36.799433,7.0,4.0,7.0,11.0,10.0,10.0,18.9,6.0
2025-06-18T01:25:37.800551,7.0,6.0,8.0,11.0,9.0,9.0,17.0,6.0
2025-06-18T01:25:38.801712,6.0,4.0,8.0,10.0,10.0,9.0,16.0,5.0
2025-06-18T01:25:39.802583,9.0,5.0,7.0,12.0,10.0,9.0,19.0,7.0
2025-06-18T01:25:40.803167,6.0,5.0,9.0,11.0,11.0,9.0,17.0,5.0
2025-06-18T01:25:41.803592,7.0,5.0,8.0,11.0,10.0,10.0,18.0,5.0
2025-06-18T01:25:42.805123,8.0,5.0,8.0,12.0,10.0,10.0,17.0,7.0
2025-06-18T01:25:43.806440,7.0,5.0,8.0,11.0,11.0,9.0,18.0,5.0
2025-06-18T01:25:44.807736,7.0,5.0,9.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:25:45.808299,8.0,5.0,7.0,11.0,9.0,9.0,18.0,6.0
2025-06-18T01:25:46.810165,7.0,5.0,7.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:25:47.810937,7.0,5.0,9.0,11.0,11.0,11.0,18.0,6.0
2025-06-18T01:25:48.811473,7.0,5.0,7.0,12.0,10.0,9.0,17.0,6.0
2025-06-18T01:25:49.812176,7.0,5.0,8.0,9.0,9.0,9.0,17.0,6.0
2025-06-18T01:25:50.812645,8.0,5.0,8.0,11.0,11.0,9.0,16.9,5.0
2025-06-18T01:25:51.815761,7.0,5.0,9.0,12.0,11.0,10.0,19.0,7.0
2025-06-18T01:25:52.816910,7.0,5.0,8.0,11.0,9.0,9.0,16.0,5.0
2025-06-18T01:25:53.818387,7.0,5.0,7.0,11.0,10.0,9.0,18.0,6.0
2025-06-18T01:25:54.820273,8.0,6.0,8.0,11.0,11.0,9.0,18.0,5.0
2025-06-18T01:25:55.821051,7.0,4.0,7.0,12.0,10.0,10.0,17.0,7.0
2025-06-18T01:25:56.821631,6.0,5.0,10.0,11.0,10.0,9.0,18.0,5.0
2025-06-18T01:25:57.822110,8.0,5.0,8.0,12.0,11.0,10.0,18.0,7.0
2025-06-18T01:25:58.823672,7.0,5.0,7.0,10.0,10.0,9.0,16.0,6.0
2025-06-18T01:25:59.827230,8.0,5.0,9.0,12.0,10.0,9.0,17.9,5.0
2025-06-18T01:26:00.828343,7.0,5.0,7.0,11.0,9.0,10.0,18.0,7.0
2025-06-18T01:26:01.829006,7.0,5.0,8.0,12.0,10.0,10.0,16.0,5.0
2025-06-18T01:26:02.831413,7.0,5.0,8.0,10.0,10.0,8.0,18.0,5.0
2025-06-18T01:26:03.831894,7.0,6.0,9.0,11.0,11.0,10.0,17.0,6.0
2025-06-18T01:26:04.834177,8.0,4.0,6.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:26:05.835398,7.0,5.0,9.0,12.0,11.0,9.0,17.0,6.0
2025-06-18T01:26:06.835900,8.0,5.0,8.0,11.0,10.0,10.0,19.0,6.0
2025-06-18T01:26:07.836376,6.0,5.0,8.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:26:08.836932,8.0,5.0,9.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:26:09.838479,7.0,6.0,7.0,12.0,11.0,10.0,17.0,6.0
2025-06-18T01:26:10.840142,7.0,5.0,9.0,11.0,10.0,10.0,18.0,5.0
2025-06-18T01:26:11.840813,7.0,4.0,7.0,11.0,9.0,9.0,18.0,6.0
2025-06-18T01:26:12.843272,8.0,5.0,9.0,12.0,11.0,9.0,17.0,6.0
2025-06-18T01:26:13.846944,7.0,5.0,7.0,11.0,10.0,10.0,17.9,6.0
2025-06-18T01:26:14.847635,8.0,5.0,8.0,11.0,10.0,9.0,16.0,5.0
2025-06-18T01:26:15.848133,7.0,5.0,9.0,11.0,11.0,10.0,18.0,6.0
2025-06-18T01:26:16.848646,7.0,5.0,7.0,11.0,10.0,9.0,18.0,6.0
2025-06-18T01:26:17.849207,7.0,5.0,9.0,12.0,10.0,9.0,16.0,6.0
2025-06-18T01:26:18.850875,7.0,5.0,7.0,11.0,10.0,10.0,18.0,6.0
2025-06-18T01:26:19.852230,7.0,5.0,8.0,11.0,11.0,10.0,17.0,6.0
2025-06-18T01:26:20.852956,7.0,5.0,8.0,11.0,9.0,9.0,17.0,5.0
2025-06-18T01:26:21.853519,8.0,5.0,8.0,11.0,11.0,9.0,18.0,6.0
2025-06-18T01:26:22.855254,7.0,5.0,8.0,12.0,10.0,9.0,17.0,6.0
2025-06-18T01:26:23.856292,7.0,5.0,8.0,11.0,10.0,10.0,17.0,5.0
2025-06-18T01:26:24.857218,8.0,6.0,9.0,11.0,10.0,10.0,18.0,7.0
2025-06-18T01:26:25.858029,7.0,5.0,7.0,12.0,11.0,9.0,17.0,5.0
2025-06-18T01:26:26.858738,7.0,4.0,8.0,10.0,11.0,9.0,17.0,6.0
2025-06-18T01:26:27.859270,8.0,5.0,9.0,13.0,10.0,9.0,18.0,6.0
2025-06-18T01:26:28.859689,7.0,6.0,7.0,11.0,9.0,9.0,17.0,5.0
2025-06-18T01:26:29.860450,7.0,4.0,9.0,11.0,11.0,10.0,17.0,6.0
2025-06-18T01:26:30.861711,8.0,5.0,8.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:26:31.862521,5.0,5.0,8.0,11.0,9.0,9.0,18.0,5.0
2025-06-18T01:26:32.863267,8.0,5.0,7.0,11.0,9.0,9.0,16.0,6.0
2025-06-18T01:26:33.863945,6.0,5.0,8.0,10.0,10.0,8.0,17.0,6.0
2025-06-18T01:26:34.865027,8.0,5.0,10.0,11.0,10.0,9.0,18.0,6.0
2025-06-18T01:26:35.866301,8.0,4.0,7.0,12.0,11.0,10.0,18.0,5.0
2025-06-18T01:26:36.866848,7.0,6.0,7.0,12.0,11.0,10.0,19.0,7.0
2025-06-18T01:26:37.867341,7.0,5.0,9.0,11.0,10.0,10.0,17.0,6.0
2025-06-18T01:26:38.868017,7.0,5.0,8.0,11.0,10.0,10.0,17.0,5.0
2025-06-18T01:26:39.868513,9.0,5.0,9.0,13.0,11.0,10.0,18.0,7.0
2025-06-18T01:26:40.869069,6.0,5.0,7.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:26:41.869756,8.0,5.0,7.0,11.0,10.0,10.0,17.0,6.0
2025-06-18T01:26:42.871051,7.0,6.0,9.0,11.0,11.0,9.0,18.0,7.0
2025-06-18T01:26:43.871927,7.0,4.0,8.0,12.0,10.0,10.0,17.0,5.0
2025-06-18T01:26:44.872560,7.0,5.0,7.0,10.0,11.0,9.0,17.0,6.0
2025-06-18T01:26:45.873252,9.0,6.0,9.0,12.0,10.0,9.0,18.0,5.0
2025-06-18T01:26:46.874080,7.0,4.0,8.0,11.0,10.0,10.0,16.0,7.0
2025-06-18T01:26:47.875412,6.0,5.0,7.0,11.0,11.0,10.0,17.0,6.0
2025-06-18T01:26:48.876293,8.0,6.0,8.0,12.0,10.0,9.0,18.0,6.0
2025-06-18T01:26:49.876822,7.0,4.0,9.0,10.0,9.0,9.0,17.0,5.0
2025-06-18T01:26:50.877242,8.0,6.0,7.0,12.0,11.0,9.0,17.0,6.0
2025-06-18T01:26:51.877848,7.0,5.0,9.0,12.0,10.0,10.0,17.0,6.0
2025-06-18T01:26:52.879243,7.0,4.0,7.0,10.0,10.0,9.0,18.0,6.0
2025-06-18T01:26:53.880653,7.0,6.0,8.0,12.0,11.0,10.0,16.0,5.0
2025-06-18T01:26:54.881294,8.0,5.0,8.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:26:55.881783,7.0,5.0,8.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:26:56.882451,7.0,4.0,8.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:26:57.883021,8.0,5.0,9.0,12.0,11.0,11.0,17.0,6.0
2025-06-18T01:26:58.885712,7.0,5.0,7.0,11.0,10.0,9.0,16.9,6.0
2025-06-18T01:26:59.887616,7.0,6.0,8.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:27:00.888263,8.0,5.0,9.0,12.0,11.0,9.0,17.0,6.0
2025-06-18T01:27:01.888743,6.0,5.0,7.0,11.0,10.0,10.0,16.0,6.0
2025-06-18T01:27:02.889426,8.0,5.0,9.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:27:03.890387,7.0,5.0,8.0,11.0,10.0,10.0,18.0,7.0
2025-06-18T01:27:04.891238,7.0,4.0,8.0,11.0,10.0,9.0,16.0,5.0
2025-06-18T01:27:05.891835,8.0,5.0,7.0,11.0,10.0,10.0,17.0,6.0
2025-06-18T01:27:06.892404,7.0,6.0,8.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:07.893451,8.0,4.0,8.0,12.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:08.895336,7.0,5.0,8.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:27:09.895881,7.0,5.0,8.0,11.0,11.0,10.0,17.0,7.0
2025-06-18T01:27:10.897161,7.0,6.0,8.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:27:11.897897,7.0,4.0,8.0,11.0,9.0,9.0,17.0,6.0
2025-06-18T01:27:12.899696,7.0,6.0,7.0,12.0,11.0,10.0,17.0,6.0
2025-06-18T01:27:13.900497,7.0,4.0,9.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:14.901083,8.0,5.0,8.0,11.0,11.0,10.0,17.0,6.0
2025-06-18T01:27:15.901500,8.0,6.0,8.0,12.0,9.0,9.0,17.0,6.0
2025-06-18T01:27:16.903449,6.0,5.0,8.0,10.0,10.0,9.0,17.0,5.0
2025-06-18T01:27:17.904238,8.0,5.0,9.0,11.0,11.0,10.0,17.0,6.0
2025-06-18T01:27:18.906715,7.0,5.0,7.0,12.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:19.908420,8.0,5.0,7.0,11.0,11.0,9.0,16.0,6.0
2025-06-18T01:27:20.909101,7.0,5.0,9.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:21.909556,7.0,4.0,8.0,11.0,10.0,10.0,17.0,6.0
2025-06-18T01:27:22.910016,7.0,5.0,8.0,11.0,10.0,9.0,16.0,5.0
2025-06-18T01:27:23.910467,7.0,5.0,8.0,11.0,10.0,10.0,17.0,6.0
2025-06-18T01:27:24.911466,8.0,5.0,8.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:25.913461,7.0,6.0,8.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:26.914377,7.0,5.0,7.0,12.0,10.0,10.0,16.0,5.0
2025-06-18T01:27:27.915298,8.0,5.0,9.0,10.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:28.916879,7.0,5.0,8.0,12.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:29.917505,7.0,4.0,7.0,11.0,11.0,9.0,16.0,6.0
2025-06-18T01:27:30.918046,7.0,6.0,9.0,11.0,10.0,9.0,16.0,6.0
2025-06-18T01:27:31.918448,7.0,4.0,7.0,11.0,10.0,10.0,18.0,5.0
2025-06-18T01:27:32.918933,7.0,5.0,8.0,11.0,10.0,10.0,16.0,6.0
2025-06-18T01:27:33.919502,8.0,5.0,8.0,11.0,10.0,9.0,16.0,5.0
2025-06-18T01:27:34.920798,6.0,6.0,8.0,11.0,10.0,8.0,17.0,7.0
2025-06-18T01:27:35.921687,7.0,4.0,9.0,11.0,10.0,10.0,16.0,5.0
2025-06-18T01:27:36.922164,8.0,5.0,8.0,11.0,10.0,9.0,17.0,6.0
2025-06-18T01:27:37.925817,7.0,4.0,8.0,10.0,9.0,8.0,15.9,5.0
2025-06-18T01:27:38.927311,6.0,5.0,7.0,10.0,9.0,9.0,16.0,6.0
2025-06-18T01:27:39.928438,7.0,6.0,9.0,11.0,10.0,9.0,16.0,6.0
2025-06-18T01:27:40.929657,7.0,4.0,7.0,11.0,9.0,8.0,17.0,6.0
2025-06-18T01:27:41.930099,7.0,5.0,9.0,11.0,10.0,9.0,17.0,5.0
2025-06-18T01:27:42.930771,7.0,5.0,7.0,12.0,10.0,10.0,17.0,6.0
2025-06-18T01:27:43.933448,7.0,5.0,7.0,11.0,11.0,9.0,16.0,6.0
2025-06-18T01:27:44.934021,8.0,5.0,9.0,10.0,10.0,9.0,17.0,5.0
2025-06-18T01:27:45.935254,7.0,6.0,8.0,12.0,10.0,10.0,17.0,6.0
