timestamp,smoother_server,bt_navigator,map_server,amcl,controller_server,planner_server,behavior_server,velocity_smoother
2025-06-18T11:32:25.492243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18T11:32:26.492676,7.0,9.0,6.0,8.0,8.0,8.0,6.0,7.0
2025-06-18T11:32:27.495164,9.0,8.0,9.0,9.0,13.0,11.0,7.0,7.0
2025-06-18T11:32:28.499234,8.0,9.0,7.0,9.0,10.0,11.0,8.0,5.0
2025-06-18T11:32:29.504546,9.0,8.0,7.0,8.0,9.9,7.0,7.0,6.0
2025-06-18T11:32:30.507892,7.0,8.0,6.0,10.0,10.0,9.0,8.0,6.0
2025-06-18T11:32:31.513505,7.0,9.9,6.0,7.0,9.9,9.9,7.0,5.0
2025-06-18T11:32:32.514513,8.0,25.0,7.0,10.0,12.0,12.0,12.0,7.0
2025-06-18T11:32:33.515994,8.0,11.0,5.0,8.0,11.0,10.0,10.0,5.0
2025-06-18T11:32:34.516766,8.0,11.0,6.0,8.0,10.0,11.0,10.0,5.0
2025-06-18T11:32:35.517801,8.0,10.0,5.0,8.0,12.0,9.0,10.0,7.0
2025-06-18T11:32:36.518555,8.0,11.0,6.0,8.0,10.0,11.0,10.0,6.0
2025-06-18T11:32:37.519214,7.0,11.0,5.0,8.0,11.0,10.0,10.0,5.0
2025-06-18T11:32:38.521036,8.0,11.0,6.0,9.0,11.0,11.0,10.0,5.0
2025-06-18T11:32:39.521657,8.0,10.0,6.0,8.0,11.0,10.0,10.0,6.0
2025-06-18T11:32:40.522792,7.0,11.0,5.0,9.0,11.0,10.0,10.0,6.0
2025-06-18T11:32:41.523239,9.0,10.0,6.0,8.0,11.0,11.0,11.0,5.0
2025-06-18T11:32:42.524732,7.0,11.0,5.0,8.0,10.0,10.0,9.0,6.0
2025-06-18T11:32:43.525767,7.0,11.0,6.0,9.0,11.0,10.0,10.0,5.0
2025-06-18T11:32:44.527378,9.0,11.0,5.0,8.0,11.0,11.0,11.0,6.0
